36,58,-265,-25,-64,-485
28,63,-267,76,-33,-829
38,72,-258,-113,1,-1272
24,59,-256,385,139,-1641
31,22,-252,224,264,-1835
40,16,-262,-106,349,-1907
54,-10,-263,-180,360,-1748
62,9,-275,-473,262,-1490
59,17,-274,-347,69,-1149
61,10,-269,-64,-40,-663
43,29,-263,-508,-155,-327
32,43,-267,113,-22,-8
26,29,-252,-31,95,200
47,32,-271,396,75,534
46,9,-253,1,-134,892
40,25,-271,77,-200,1142
44,15,-270,533,-185,1394
43,21,-266,-356,-368,1471
32,10,-257,261,-261,1548
35,65,-268,-262,-378,1491
13,27,-243,236,-196,1353
26,45,-256,135,-167,1306
14,55,-250,-440,-126,1049
18,51,-252,-69,91,727
22,80,-262,-310,94,522
23,65,-256,14,113,219
29,67,-263,-148,33,-101
22,71,-269,162,18,-360
14,56,-263,97,0,-555
21,75,-263,-109,24,-895
20,67,-260,325,109,-1219
24,48,-255,140,82,-1487
22,39,-253,-43,158,-1689
26,19,-256,-94,251,-1781
31,3,-254,-195,287,-1646
45,25,-265,-362,293,-1449
37,9,-262,-645,210,-1281
37,6,-276,-179,161,-801
42,14,-265,-654,-84,-315
36,58,-264,-151,-105,14
27,38,-260,346,-74,345
28,39,-256,-255,-127,542
30,32,-270,640,-87,910
28,18,-256,-371,-246,1123
33,50,-261,-62,-317,1313
19,40,-264,537,-216,1445
21,33,-254,80,-195,1444
28,58,-266,342,-120,1421
13,28,-248,-339,-76,1230
20,61,-256,-70,-38,1107
24,66,-268,206,47,907
27,65,-257,-501,3,524
29,67,-256,59,91,375
33,64,-263,-89,31,230
36,63,-261,-99,12,-10
31,67,-262,98,3,-183
35,70,-257,-94,-24,-418
25,76,-259,259,38,-719
33,74,-266,131,19,-1061
25,62,-268,154,14,-1312
21,45,-253,154,16,-1421
21,19,-250,111,97,-1457
29,24,-265,-136,139,-1486
23,14,-248,-497,198,-1421
33,43,-266,-253,300,-1260
34,5,-259,-139,194,-982
35,23,-267,-500,15,-622
33,29,-266,-154,-66,-208
23,44,-268,-161,-124,91
16,31,-260,188,-110,362
16,38,-266,39,-126,561
12,22,-266,524,-91,835
27,33,-267,138,-162,983
4,16,-255,-223,-213,1094
16,31,-262,763,-150,1323
17,36,-255,-740,-264,1177
1,34,-258,860,-55,1345
25,31,-265,122,23,1365
17,50,-260,-249,72,1144
16,5,-244,172,226,1110
31,62,-266,-317,108,1084
47,53,-259,-312,108,662
34,70,-264,-88,49,527
44,88,-267,-345,-40,89
22,76,-261,280,20,-255
35,75,-260,-201,-41,-617
18,84,-266,231,-28,-945
25,63,-256,2,-45,-1273
22,66,-261,328,55,-1545
17,29,-255,3,108,-1640
23,32,-253,-1038,186,-1775
31,30,-255,-419,319,-1599
31,37,-270,-649,261,-1300
32,61,-268,-186,218,-1071
30,59,-258,-121,170,-919
25,35,-262,-49,94,-596
20,39,-258,56,36,-203
18,57,-260,73,-42,64
13,37,-254,23,-66,321
19,41,-266,400,-102,667
10,6,-257,137,-163,1094
22,13,-259,35,-111,1394
21,20,-265,391,-76,1631
22,33,-266,775,-96,1732
18,27,-267,-128,-167,1515
9,28,-257,1157,48,1575
28,22,-245,-755,-59,1354
43,85,-258,-447,-40,1007
34,61,-259,967,231,763
48,22,-243,-677,113,419
49,47,-265,7,206,292
47,30,-264,-171,141,271
41,31,-255,-730,106,102
