253,124,-262,-210,1749,785
234,119,-223,-104,1168,412
271,106,-208,-152,717,147
246,82,-203,104,200,382
234,65,-183,198,-5,64
231,69,-151,63,-73,-30
233,73,-161,95,-101,-4
253,80,-201,137,-432,-38
252,71,-248,-152,-941,-475
272,114,-246,-493,-1704,-503
215,143,-238,370,-2261,-725
160,97,-220,902,-2665,-763
107,90,-211,1047,-2597,-853
31,45,-156,937,-2259,-490
-11,26,-179,202,-1525,-457
-63,16,-179,15,-808,-318
-73,26,-216,-317,-505,-389
-90,26,-202,-200,-204,-88
-97,30,-239,26,-68,39
-97,24,-224,-21,121,12
-89,28,-235,22,180,58
-76,22,-229,-132,306,91
-65,31,-207,-111,526,267
-68,26,-215,-176,962,249
-6,31,-212,-627,1535,673
13,44,-199,21,2113,227
77,69,-243,-520,2081,810
93,54,-202,-7,2395,362
203,84,-217,-927,2166,402
234,104,-213,-353,1904,554
236,94,-208,-108,1542,125
258,71,-204,-118,1260,156
264,80,-186,7,634,147
274,65,-179,-128,145,75
237,45,-165,-94,13,-45
245,64,-148,109,-140,9
257,68,-165,282,-190,81
262,43,-191,132,-764,-57
289,63,-209,-237,-1379,-153
245,84,-241,-81,-1945,-502
243,99,-234,269,-2576,-325
164,85,-242,625,-2730,-497
98,64,-233,872,-2825,-631
38,42,-192,496,-2600,-223
-30,14,-179,388,-2110,-416
-90,15,-173,41,-1336,-295
-107,-7,-181,46,-712,-110
-109,3,-192,-190,-112,-108
-133,1,-215,-108,136,-16
-114,13,-213,-111,207,92
-116,5,-232,-51,339,13
-106,17,-217,-205,470,99
-94,11,-216,-343,733,118
-78,15,-184,-300,1063,293
-35,20,-224,-591,1645,416
4,50,-183,-474,2042,854
59,67,-212,-299,2263,684
133,92,-206,-92,2561,472
176,91,-224,-762,2603,334
305,125,-188,-610,2077,521
222,87,-213,-582,1700,97
271,100,-205,-508,1393,25
252,91,-175,-159,652,140
270,79,-152,-23,51,121
257,78,-142,-19,-39,43
255,75,-131,59,-216,103
259,72,-148,122,-331,67
269,79,-183,159,-592,-75
269,84,-195,-60,-1061,-179
278,108,-223,-107,-1432,-448
247,115,-210,-11,-2089,-588
207,124,-218,400,-2490,-662
122,84,-197,445,-2522,-950
63,80,-186,618,-2244,-963
32,103,-183,646,-1591,-438
-40,-9,-174,536,-638,-257
-31,24,-188,191,-309,-135
-16,49,-250,61,-76,-79
-37,37,-237,-273,57,21
-47,33,-266,24,79,123
-51,39,-258,19,-56,8
