TimeStamp,AccXAxis,AccYAxis,AccZAxis,GyroXAxis,GyroYAxis,GyroZAxis,,AccXAxisAvg5,AccYAxisAvg5,AccZAxisAvg5,GyroXAxisAvg5,GyroYAxisAvg5,GyroZAxisAvg5,,AccXAxisAvg10,AccYAxisAvg10,AccZAxisAvg10,GyroXAxisAvg10,GyroYAxisAvg10,GyroZAxisAvg10,,AccXAxisAvg15,AccYAxisAvg15,AccZAxisAvg15,GyroXAxisAvg15,GyroYAxisAvg15,GyroZAxisAvg15
134,-32,-313,-97,-3574,1032,276,,-34,-204.8,-154,-3788.2,424.4,-7.6,,-25.5,-71.5,-201.5,-2341.1,73.4,-190.5,,-28.3333333333,-35.3333333333,-212.3333333333,-1002,49.0666666667,-2.1333333333
135,8,-223,-112,-4928,520,399,,-15.2,-143.2,-185,-3446.6,215.2,-271.8,,-26.5,-32.3,-217,-1955.9,-33.6,-202.5,,-30.6,-23.3333333333,-217,-554.4666666667,17.2666666667,-12.3333333333
136,-112,-325,-170,-4595,565,-309,,-20.2,-91.6,-207.2,-2817.2,-28.8,-448.2,,-30.4,-2.6,-229.5,-1400.7,-70.7,-236.5,,-31.6666666667,-19.6,-219.4666666667,-47.8,10.8,-43.0666666667
137,12,-109,-159,-3531,-211,-95,,-5,-9.8,-221,-2074.6,-238.4,-453.2,,-23.2,36.6,-235.9,-740.6,-115.1,-165.6,,-25.4666666667,-12.1333333333,-214.2666666667,461.2,-32.0666666667,-34
138,-46,-54,-232,-2313,216,-309,,-19.8,32.6,-241.2,-1406,-264.2,-443,,-26.3,47.8,-244.4,-139,-86.2,-86.3,,-27.8666666667,-19.2666666667,-208.7333333333,917.6,-41.6,-45.7333333333
139,62,-5,-252,-1866,-14,-1045,,-17,61.8,-249,-894,-277.6,-373.4,,-25.5,49.4,-241.5,391.1,-138.6,0.6,,-27.1333333333,-33.3333333333,-192.1333333333,1248.9333333333,-138.8,-18.9333333333
140,-17,35,-223,-1781,-700,-483,,-37.8,78.6,-249,-465.2,-282.4,-133.2,,-38.3,36.6,-233,891.6,-81.7,117.4,,-31.8666666667,-50.2666666667,-175.6666666667,1485.9333333333,-171.4666666667,39.0666666667
141,-36,84,-239,-882,-483,-334,,-40.6,86.4,-251.8,15.8,-112.6,-24.8,,-37.4,16.4,-225.6,1336.9,30.6,159.5,,-33.8666666667,-71.1333333333,-159.8666666667,1666.1333333333,-134.2,67.5333333333
142,-62,103,-260,-188,-340,-44,,-41.4,83,-250.8,593.4,8.2,122,,-35.7,-13.3,-210.9,1729.1,71.1,175.6,,-32.9333333333,-95.6,-140.6666666667,1756.7333333333,-110,110.4666666667
143,-32,92,-271,247,149,39,,-32.8,63,-247.6,1128,91.8,270.4,,-31.9,-45.2,-192.5,2079.4,69.7,152.9,,-28.3333333333,-121.6,-118.7333333333,1763.8666666667,-98.6666666667,115.6666666667
144,-42,79,-252,278,-38,156,,-34,37,-234,1676.2,0.4,374.6,,-32.2,-80.9,-163.7,2320.4,-69.4,158.3,,-28.0666666667,-146.6666666667,-98.2,1656.8,-85.5333333333,126.4666666667
145,-31,74,-237,624,149,59,,-38.8,-5.4,-217,2248.4,119,368,,-28.9,-114.7,-139,2461.5,-116,125.2,,-26.8,-171.2666666667,-81.6666666667,1524.8,-59.8,129.2666666667
146,-40,67,-234,2006,121,400,,-34.2,-53.6,-199.4,2658,173.8,343.8,,-30.5,-149.9,-113.9,2491.3,-145,113.7,,-25.7333333333,-195.4666666667,-70.3333333333,1285.4,-43.5333333333,202.3333333333
147,-19,3,-244,2485,78,698,,-30,-109.6,-171,2864.8,134,229.2,,-28.7,-184.9,-85.6,2338.4,-169.1,104.7,,-24.2,-218.6666666667,-60.0666666667,900.4666666667,20.6666666667,205.0666666667
148,-38,-38,-203,2988,-308,560,,-31,-153.4,-137.4,3030.8,47.6,35.4,,-26.1,-213.9,-54.3,2081.8,-193.9,38.3,,-27.0666666667,-233.9333333333,-50.9333333333,375.2,84.2666666667,175.6
149,-66,-133,-167,3139,555,123,,-30.4,-198.8,-93.4,2964.6,-139.2,-58,,-25.1,-238.5,-30.3,1647.1,-128.5,2.4,,-27,-241.5333333333,-47.0666666667,-36.8666666667,118.4,161.6666666667
150,-8,-167,-149,2672,423,-62,,-19,-224,-61,2674.6,-351,-117.6,,-20.8,-254.2,-14,1163,-149.2,9.9,,-24.4666666667,-237.2,-50.6666666667,-457.6,88.0666666667,156.6666666667
151,-19,-213,-92,3040,-78,-173,,-26.8,-246.2,-28.4,2324.6,-463.8,-116.4,,-21.5,-266.4,-5.8,599.1,-152.2,131.6,,-25.0666666667,-229.1333333333,-54.4666666667,-796.0666666667,112.1333333333,156.4
152,-24,-216,-76,3315,-354,-271,,-27.4,-260.2,-0.2,1812,-472.2,-19.8,,-21.3,-273.2,-4.6,-81.7,-36,193,,-25.5333333333,-212.1333333333,-58.3333333333,-1143.9333333333,96.8666666667,110.1333333333
153,-35,-265,17,2657,-1242,93,,-21.2,-274.4,28.8,1132.8,-435.4,41.2,,-25.1,-274.2,-7.7,-952.6,102.6,245.7,,-21.6,-193.5333333333,-68.9333333333,-1401.9333333333,92.8666666667,93.5333333333
154,-9,-259,-5,1689,-504,-175,,-19.8,-278.2,32.8,329.6,-117.8,62.8,,-25.3,-262.9,-23.9,-1537.6,247.2,271.5,,-22.6666666667,-168,-86.8666666667,-1603.5333333333,150.7333333333,63.4
155,-47,-278,14,922,-141,-56,,-22.6,-284.4,33,-348.6,52.6,137.4,,-27.2,-243.8,-45.5,-2023.7,307.6,293.8,,-21.6,-146.8,-105.2666666667,-1709.1333333333,202.4,72.7333333333
156,-22,-283,49,477,-120,310,,-16.2,-286.6,16.8,-1126.4,159.4,379.6,,-24.2,-220.6,-67.5,-2356.4,400.1,292.8,,-20.9333333333,-123.9333333333,-123.9333333333,-1743.8,203.2,85.6666666667
157,7,-287,69,-81,-170,34,,-15.2,-286.2,-9,-1975.4,400.2,405.8,,-24.6,-188.1,-87.4,-2621.9,381.4,175.1,,-20.9333333333,-101.8666666667,-144.4,-1756.0666666667,216.9333333333,65.2
158,-28,-284,37,-1359,346,201,,-29,-274,-44.2,-3038,640.6,450.2,,-21.8,-153.1,-117.8,-2669.3,357,119.7,,-22.6,-79.3333333333,-165.8666666667,-1745.9333333333,230.1333333333,65.0666666667
159,-23,-290,-4,-1702,348,198,,-30.8,-247.6,-80.6,-3404.8,612.2,480.2,,-24.1,-112.9,-146.7,-2570.1,285,63.7,,-22.2142857143,-64.7142857143,-180.3571428571,-1773.5714285714,221.8571428571,55.3571428571
160,-15,-289,-67,-2967,393,1155,,-31.8,-203.2,-124,-3698.8,562.6,450.2,,-21.1,-78,-174.4,-2389.4,277.3,40.4,,-22.1538461538,-47.3846153846,-193.9230769231,-1779.0769230769,212.1538461538,44.3846153846
161,-17,-281,-80,-3768,1084,441,,-32.2,-154.6,-151.8,-3586.4,640.8,206,,-23.3,-42.6,-194.3,-2052.5,225.1,-61.3,,-22.75,-27.25,-204.5,-1680.0833333333,197.0833333333,-48.1666666667
162,-62,-226,-107,-5394,1032,256,,-34,-90,-165.8,-3268.4,362.6,-55.6,,-23.8,-9.7,-212.1,-1646.4,125.3,-105.1,,-23.2727272727,-4.1818181818,-215.8181818182,-1490.2727272727,116.4545454545,-92.6363636364
163,-37,-152,-145,-3193,204,351,,-14.6,-32.2,-191.4,-2300.6,73.4,-210.8,,-19.4,18,-226.7,-1099.9,24.9,-127.5,,-19.4,18,-226.7,-1099.9,24.9,-127.5
164,-28,-68,-221,-3172,100,48,,-17.4,21.8,-212.8,-1735.4,-42.2,-352.8,,-17.4444444444,36.8888888889,-235.7777777778,-867.3333333333,5,-180.6666666667,,-17.4444444444,36.8888888889,-235.7777777778,-867.3333333333,5,-180.6666666667
165,-17,-46,-206,-2405,784,-66,,-10.4,47.2,-224.8,-1080,-8,-369.4,,-16.125,50,-237.625,-579.25,-6.875,-209.25,,-16.125,50,-237.625,-579.25,-6.875,-209.25
166,-26,42,-150,-2178,-307,-867,,-14.4,69.4,-236.8,-518.6,-190.6,-328.6,,-16,63.7142857143,-242.1428571429,-318.4285714286,-119.8571428571,-229.7142857143,,-16,63.7142857143,-242.1428571429,-318.4285714286,-119.8571428571,-229.7142857143
167,35,63,-235,-555,-414,-520,,-13.6,70.6,-258.4,-24.4,-112,-154.6,,-14.3333333333,67.3333333333,-257.5,-8.5,-88.6666666667,-123.5,,-14.3333333333,67.3333333333,-257.5,-8.5,-88.6666666667,-123.5
168,-51,118,-252,-367,-374,-359,,-24.2,68.2,-262,100.8,-23.6,-44.2,,-24.2,68.2,-262,100.8,-23.6,-44.2,,-24.2,68.2,-262,100.8,-23.6,-44.2
169,7,59,-281,105,271,-35,,-17.5,55.75,-264.5,217.75,64,34.5,,-17.5,55.75,-264.5,217.75,64,34.5,,-17.5,55.75,-264.5,217.75,64,34.5
170,-37,65,-266,402,-129,138,,-25.6666666667,54.6666666667,-259,255.3333333333,-5,57.6666666667,,-25.6666666667,54.6666666667,-259,255.3333333333,-5,57.6666666667,,-25.6666666667,54.6666666667,-259,255.3333333333,-5,57.6666666667
171,-22,48,-258,293,86,3,,-20,49.5,-255.5,182,57,17.5,,-20,49.5,-255.5,182,57,17.5,,-20,49.5,-255.5,182,57,17.5
172,-18,51,-253,71,28,32,,-18,51,-253,71,28,32,,-18,51,-253,71,28,32,,-18,51,-253,71,28,32
