TimeStamp,AccXAxis,AccYAxis,AccZAxis,GyroXAxis,GyroYAxis,GyroZAxis,,AccXAxisAvg5,AccYAxisAvg5,AccZAxisAvg5,GyroXAxisAvg5,GyroYAxisAvg5,GyroZAxisAvg5,,AccXAxisAvg10,AccYAxisAvg10,AccZAxisAvg10,GyroXAxisAvg10,GyroYAxisAvg10,GyroZAxisAvg10,,AccXAxisAvg15,AccYAxisAvg15,AccZAxisAvg15,GyroXAxisAvg15,GyroYAxisAvg15,GyroZAxisAvg15
0,68,91,-242,-145,3,-30,,65.6,90.6,-239.4,-40.6,13.6,-6.2,,65.375,90.625,-239.125,-39.25,14.875,-0.5,,62.8,87.6666666667,-230.7333333333,43.8666666667,-93.5333333333,14.2
1,65,90,-239,-24,8,-11,,65,90.6,-239,-16.2,16,1.2,,64.75,91,-238.875,-30.25,16.25,4,,59,85.2,-229.2,99.0666666667,-170.0666666667,13.8
2,66,92,-241,34,29,6,,64.8,90.6,-238.6,-18,19.2,4.4,,64.75,91.25,-238.875,-32.125,18.5,6.25,,54.8,82.6666666667,-230.6666666667,106.4,-252.8,13.4666666667
3,64,89,-239,-13,14,1,,64.8,90.4,-238.2,-35.8,15.8,6.2,,64.5,91.125,-237.875,-33.875,17,5.875,,48.2,80.4,-233.1333333333,93.4,-317.8,14.8
4,65,91,-236,-55,14,3,,64.6,91.4,-238.4,-47.8,15.8,7.2,,64.5,91.5,-235.875,-22.75,8.125,10.75,,40.4666666667,78.6666666667,-236.0666666667,81.2666666667,-372.4,16.6666666667
5,65,91,-240,-23,15,7,,64.6,91.6,-239,-44.6,18.2,8,,63.875,90.75,-233.5,6.625,-24.375,17.375,,32.4,76.6666666667,-237.4666666667,97.2666666667,-414.5333333333,18.1333333333
6,64,90,-237,-33,24,5,,64.4,91.6,-237.6,-36,18.6,7.2,,63.25,88.625,-228.875,54.5,-80.25,23.75,,23.6,73.0666666667,-237.5333333333,99.0666666667,-460.3333333333,19.2
7,66,91,-239,-55,12,15,,64.4,92,-234.8,-14.2,2.4,14.2,,60.625,85.125,-223.375,114.625,-188.75,29,,13.7333333333,70.3333333333,-237.4,106.7333333333,-506.2,16.4
8,63,94,-240,-73,14,6,,63.2,90.8,-230.4,32.8,-49.2,22.4,,53.75,80.5,-220.875,206.875,-333.375,22.625,,2.8666666667,67.2666666667,-236.4666666667,116.6,-559.8,15.5333333333
9,65,92,-239,-39,26,7,,62.6,86.8,-223,119.4,-138.4,32.8,,46.125,75.25,-223.5,226.75,-489.25,19.875,,-9.1333333333,63.7333333333,-236.3333333333,131.9333333333,-606.4666666667,12.0666666667
10,64,91,-233,20,17,3,,58.2,80.8,-213.8,216.8,-312.4,40.8,,33.875,71,-228.375,211.5,-610.75,22.25,,-21.5333333333,60,-236.2666666667,133,-645.4666666667,7.4666666667
11,64,92,-223,76,-57,40,,47.6,73.4,-211,349.4,-544.8,33,,19.375,67.5,-234.625,184.625,-713.5,25.5,,-34.7333333333,56.7333333333,-236.4666666667,137.7333333333,-670.6,3.8666666667
12,60,85,-217,180,-246,56,,35.2,65.4,-218.6,351.4,-780,21.8,,4.375,63.625,-238.875,198.25,-783.625,23.625,,-47.9333333333,53.8,-237.4,135.9333333333,-683.3333333333,0.1333333333
13,60,74,-203,360,-432,58,,16.6,60,-230.8,283.2,-920,15.8,,-11.5,57.625,-241.875,176.25,-836.875,19.5,,-60.9333333333,50.8666666667,-238.0666666667,133.0666666667,-678.6666666667,-6.5333333333
14,43,62,-193,448,-844,47,,-5.8,57.8,-246.8,172.2,-994.6,10,,-29.5,54.5,-245.875,141.5,-865.875,7.625,,-74.1333333333,48.7333333333,-240.0666666667,107.2666666667,-648.6666666667,-8.8
15,11,54,-219,683,-1145,-36,,-25.6,57.6,-259.6,119.6,-949.4,5.6,,-47,52.375,-249.875,97.125,-859.375,2,,-86.2,47.3333333333,-242.7333333333,60.6666666667,-585.4,-11.1333333333
16,2,52,-261,86,-1233,-16,,-41.2,54.2,-264,-16.2,-854.8,17.4,,-63,50.75,-252.25,31.375,-802,0.75,,-95.8666666667,46.6666666667,-244.3333333333,-4.0666666667,-493.3333333333,-7
17,-33,58,-278,-161,-946,26,,-58.4,53.6,-258.8,-17,-741,13.2,,-78.375,48.75,-249.375,17.75,-717.75,-5,,-104.9333333333,46.6666666667,-244.3333333333,-32.1333333333,-372.0666666667,-0.4
18,-52,63,-283,-195,-805,29,,-71.2,51,-248.2,33.8,-710.2,8.4,,-91,46.75,-244.125,49.25,-644.5,-14.625,,-111.5333333333,46.5333333333,-244.2,-33.3333333333,-242.0666666667,3.8666666667
19,-56,61,-257,185,-618,25,,-84.2,46.6,-239.2,104.2,-686.4,-6.6,,-101.25,44.875,-238.375,79.75,-574.875,-20.25,,-115.0666666667,45.9333333333,-243.3333333333,-54.1333333333,-98.4,13.3333333333
20,-67,37,-241,4,-672,23,,-97.2,41.6,-235.4,62.6,-674.6,-24,,-111.125,42.375,-234.625,73.75,-519.625,-28.875,,-118.8666666667,47.3333333333,-243.3333333333,-102,54.4,27
21,-84,49,-235,82,-664,-37,,-110.6,42.6,-234.4,80,-612.2,-38.8,,-120,43,-233.625,69.875,-433.375,-28.75,,-117.5333333333,47.6,-243.4,-112.5333333333,212.0666666667,38.4
22,-97,45,-225,93,-792,2,,-120.6,42.4,-234.8,73.4,-529,-34.6,,-126.75,42,-233.375,28.25,-337.25,-22.625,,-114.8,50,-243.2,-141.3333333333,360.1333333333,62.3333333333
23,-117,41,-238,157,-686,-46,,-128.2,41.6,-235.2,82.2,-405.8,-43.8,,-131.375,41.875,-235.625,-19.375,-208.75,-19.625,,-107.5333333333,51.2666666667,-242.2666666667,-160.7333333333,501.2,63.8666666667
24,-121,36,-238,-23,-559,-62,,-132.4,41.8,-234.2,45.4,-265,-29.8,,-133.5,43.25,-238.5,-80.875,-49.75,-3.5,,-98.0666666667,53.8666666667,-241.0666666667,-208.5333333333,635.2,69.7333333333
25,-134,42,-236,91,-360,-51,,-135.8,42.8,-233.2,-0.2,-132.2,-15,,-134.875,45.75,-243.25,-100.375,145.625,15.5,,-85.7333333333,58.0666666667,-238.2666666667,-218.5333333333,738.8,77.1333333333
26,-134,48,-237,49,-248,-16,,-135.8,43.2,-234.6,-76,-13,0.4,,-131.25,47.25,-247.5,-175.125,359.375,43.25,,-71.3333333333,61.6666666667,-235.9333333333,-243.4666666667,815.2666666667,88.3333333333
27,-135,41,-227,137,-176,-44,,-135.8,44,-239.4,-152.8,153.8,20.2,,-128.625,51.5,-250,-247.875,599.625,74,,-56.1333333333,65.4666666667,-232.4666666667,-252.7333333333,862.8666666667,97.3333333333
28,-138,42,-233,-27,18,24,,-135.2,47,-249.2,-216,389.8,47,,-117.625,51.5,-251.875,-284.25,833.25,103.75,,-39.4666666667,69.8,-230.4,-269,883.8,105.1333333333
29,-138,41,-233,-251,105,12,,-128.6,49.4,-256.6,-312,656.2,76.4,,-105.75,56.875,-251.75,-324.625,1025.625,141,,-22.9333333333,73.7333333333,-228.4666666667,-276.9333333333,874.8666666667,101.6
30,-134,44,-243,-288,236,26,,-123.6,57.6,-261.4,-368.4,970,120,,-87,59.75,-249,-318,1178,142.625,,-6.9333333333,78.5333333333,-227.8,-275.1333333333,868.3333333333,101.3333333333
31,-134,52,-261,-335,586,83,,-106.2,57,-261.2,-341.6,1261.4,153.6,,-67.125,64.25,-246.125,-352,1314,144.625,,9,83.0666666667,-225.7333333333,-258.5333333333,850.4,99.9333333333
32,-132,56,-276,-179,1004,90,,-88,63.6,-255.4,-344.6,1455.6,201.4,,-42.375,70.125,-238,-331.75,1365.125,140.375,,25.2666666667,86.8666666667,-221.8666666667,-230.2,810.8,97
33,-105,54,-270,-507,1350,171,,-59.2,65.2,-242.4,-348.4,1519.6,188.4,,-15.625,75.125,-228.625,-344.75,1338,143.75,,41,89.9333333333,-215.7333333333,-198.4,741.5333333333,92.2666666667
34,-113,82,-257,-533,1674,230,,-33.2,70.4,-232.4,-359,1514.4,162.6,,9.25,81.5,-218,-292.625,1227.5,137.25,,53.9333333333,93,-209.8,-146.8,609.8,80.5333333333
35,-47,41,-242,-154,1693,194,,2.2,73.8,-220.2,-287,1378.6,126.4,,37.75,84.5,-210.375,-239.375,1035.5,117.625,,66.6666666667,94.2,-205.4,-88.4,433,63.7333333333
36,-43,85,-232,-350,1557,322,,28,84.8,-212,-312.8,1197.4,111,,57.375,92,-205.625,-238.375,809.375,89.75,,72.9333333333,96.3333333333,-203,-58.6,228.1333333333,31.8666666667
37,12,64,-211,-198,1324,25,,55.4,88.8,-202.6,-260.8,979.2,70.4,,75.5,95.5,-204.5,-222.625,615.625,50.5,,78.5333333333,95.4,-202.8,-9.4,47.1333333333,1.3333333333
38,25,80,-220,-560,1324,42,,76,97.2,-199.6,-242.6,742,80,,87.125,101.5,-204.625,-202.75,446,48,,77.3333333333,96.9333333333,-205.4666666667,29.3333333333,-151.2,-4.0666666667
39,64,99,-196,-173,995,49,,93,101.4,-196.4,-159.8,454,65.8,,97.75,105.125,-202.5,-121.5,279.5,47.625,,74.2666666667,97.2666666667,-208.4,74.9333333333,-318.4666666667,-3.0666666667
40,82,96,-201,-283,787,117,,100.6,104.2,-201.8,-170,256.4,57.6,,102.75,105.5,-201,-62.625,150.75,43.875,,67.3333333333,94.2,-213.2666666667,70.3333333333,-441.1333333333,2.4666666667
41,94,105,-185,-90,466,119,,105.2,107.4,-204,-121.2,92.4,35.2,,103.625,106,-198.5,6.125,-25.875,28.625,,57.5333333333,92.8666666667,-214.8666666667,73.0666666667,-548.8666666667,1.1333333333
42,115,106,-196,-107,138,73,,108.4,108.2,-207.6,-85.2,-2.4,19.2,,101.625,105.375,-199.25,60.25,-206.375,11,,46.6666666667,91.4,-219.0666666667,124.6666666667,-649.6,-8.8666666667
43,110,101,-204,-146,-116,-29,,106.2,107.4,-205.2,-4.2,-37,8.4,,93.125,101.25,-200.5,110.25,-396.125,-33.625,,33.3333333333,88.0666666667,-222.7333333333,142.4,-715.0666666667,-13.8666666667
44,102,113,-223,-224,7,8,,102,107.2,-200.6,78.4,-139,13.2,,84.5,97.5,-203.625,177,-526.375,-47,,17.9333333333,85,-224.8,155,-758,-19.1333333333
45,105,112,-212,-39,-33,5,,97.2,104.6,-194.2,191.8,-336,7.2,,71,94.25,-207.125,252.875,-733.625,-55,,3.5333333333,81.4666666667,-225.6,192.2,-802.8666666667,-26.4
46,110,109,-203,90,-8,39,,85.6,96.8,-193,258.2,-605.4,-50.6,,55.25,90.875,-213.625,273.25,-877.625,-48.5,,-12.3333333333,77.8,-227.6666666667,208.6666666667,-826.9333333333,-28.3333333333
47,104,102,-184,298,-35,19,,71.8,89.2,-198.2,317.8,-835.4,-85.6,,36.5,83.875,-221.875,231.75,-982.25,-36.875,,-28.5333333333,74.0666666667,-229.6666666667,208.5333333333,-847.4,-32.2666666667
48,89,100,-181,267,-626,-5,,49.8,86.2,-211.6,334.8,-1158.6,-100.6,,15.375,80.625,-227,164.25,-1081.5,-27.125,,-44.2666666667,70.6,-233,190,-853.3333333333,-35.4
49,78,100,-191,343,-978,-22,,27.8,83.2,-228.2,306.2,-1270.4,-88.2,,-4.375,78.5,-235.375,216.375,-1133.875,-30.375,,-59.6,67.4,-236.6,170.0666666667,-809.7333333333,-32.6666666667
50,47,73,-206,293,-1380,-284,,4.2,73.8,-243.8,189.2,-1243.8,-57.4,,-24.75,73,-242.875,193.375,-1117.125,-27.875,,-73.6666666667,63.8666666667,-239.1333333333,139.0666666667,-737.4,-30.2666666667
51,41,71,-229,388,-1158,-136,,-18.2,74.4,-247.6,82.2,-1133.6,18.8,,-45.75,70.75,-246.5,162.125,-1039.625,-5.875,,-85.4,62.6,-242.1333333333,93.7333333333,-625.8,-9.0666666667
52,-6,87,-251,383,-1651,-56,,-40.2,76.8,-251.4,141.4,-1111,39.8,,-65.125,69.375,-247.25,155.375,-978.125,-1.5,,-96.6666666667,62.4,-244.2666666667,43,-509.4666666667,7.4666666667
53,-21,85,-264,124,-1185,57,,-56,70.6,-251.4,96.6,-949.6,50.6,,-81,65.625,-246.25,133.5,-821,2.5,,-104.3333333333,60.8666666667,-245.2,-8.7333333333,-338.1333333333,23.7333333333
54,-40,53,-269,-242,-845,132,,-76,64.6,-245.6,80.4,-864.6,17.6,,-95,61.625,-242.375,129,-712.25,-7.125,,-110.8666666667,60.9333333333,-246.2,-39.5333333333,-170.6666666667,32.4
55,-65,76,-225,-242,-829,97,,-90.8,66,-238.8,195.6,-828.8,-29,,-106.5,61.25,-238,161.75,-622.125,-27.125,,-114.0666666667,62.1333333333,-245.3333333333,-43.4666666667,-9.6666666667,44.2666666667
56,-69,83,-248,684,-1045,-31,,-104.4,62.2,-242.4,285.6,-741.8,-53.2,,-116,58.25,-239.25,188,-515,-34.75,,-114,62.1333333333,-246.4,-39,148.8666666667,50.3333333333
57,-85,56,-251,159,-844,-2,,-117.2,56.2,-239.4,166.4,-595.8,-51,,-124,53.75,-236.875,87.25,-371,-29.125,,-111.2666666667,60.3333333333,-244.7333333333,-88.8,318.1333333333,58.7333333333
58,-121,55,-235,43,-760,-108,,-126.6,55,-236,138.6,-451.8,-56.2,,-129.5,53.5,-236.875,19,-228.75,-24.625,,-105.8666666667,61.4666666667,-244.6666666667,-104.6666666667,475.4666666667,63.1333333333
59,-114,60,-235,334,-666,-101,,-130.6,54.4,-236,123.6,-294.2,-27.4,,-130.375,55.125,-240.125,-33,-60.375,2.875,,-95.8666666667,63.7333333333,-244.1333333333,-151.0666666667,631,79.4
60,-133,57,-243,208,-394,-24,,-134.4,51.8,-234.8,32.4,-139.6,-4.4,,-131.25,55.625,-243.875,-123.875,137.75,39,,-84.7333333333,66.0666666667,-241.6,-212.0666666667,746.5333333333,94.1333333333
61,-133,53,-233,88,-315,-20,,-133.6,51.2,-236.4,-86.6,-2,7.2,,-129.5,59.25,-248.375,-192.125,352.875,65.375,,-69.4666666667,68.6,-236.5333333333,-270.6666666667,833.4,111.2
62,-132,50,-234,20,-124,-28,,-132.6,54.2,-242,-178.8,178.4,33.6,,-123.875,61.5,-251.25,-240.75,588.5,106.625,,-53.1333333333,72.4,-231.8666666667,-273.5333333333,871,121.4666666667
63,-141,52,-235,-32,28,36,,-130.4,57,-248.2,-261.4,387,76.8,,-115.375,64.75,-252.125,-265.125,797.625,133.625,,-36.3333333333,76.2,-229.2666666667,-275.5333333333,891.6,123.2
