-23,-318,-240,729,527,-1130
54,-214,-176,1066,231,-960
20,-221,-185,612,242,-583
48,-189,-172,171,171,-234
53,-174,-176,-38,43,19
46,-190,-172,-240,-37,44
47,-181,-178,-242,-30,87
40,-205,-178,-915,-76,221
41,-166,-199,-2424,-237,557
43,-93,-221,-4153,-633,522
1,8,-271,-2014,-896,628
-31,76,-243,-4729,-686,77
-26,136,-204,-3401,-256,-190
-32,194,-220,89,87,8
-23,165,-230,-48,138,-1
-21,143,-221,202,53,61
-16,163,-214,-130,7,74
-20,151,-216,34,44,106
-19,179,-221,-101,22,28
-25,151,-225,159,-9,67
-22,147,-222,29,24,84
-20,160,-217,-17,-11,42
-21,153,-215,-268,18,3
-21,164,-217,235,67,6
-17,164,-225,-191,63,-10
-20,151,-223,91,38,-1
-19,150,-222,21,78,12
-17,146,-225,51,123,11
-15,180,-232,1074,202,-2
-16,177,-188,8109,546,494
20,-218,-109,6847,592,137
13,-88,-260,1769,337,-921
33,-196,-173,752,169,-739
60,-168,-164,443,94,-350
54,-198,-160,35,-54,32
50,-199,-145,75,27,-14
56,-188,-159,-90,59,6
67,-197,-173,-220,-46,119
57,-241,-164,-584,-191,368
41,-197,-160,-1074,-137,469
47,-94,-204,-1180,-295,672
-3,-148,-214,-4813,-485,294
16,-52,-201,-6098,-596,30
-11,102,-233,-3201,-568,-88
-30,156,-245,-917,-317,-71
-26,136,-240,-623,-146,-110
-23,143,-231,-285,-109,-24
-30,158,-228,-373,-55,-14
-34,162,-223,26,26,34
-27,155,-215,-129,63,32
-29,163,-221,178,49,34
-30,139,-224,96,57,47
-29,164,-225,-95,23,-14
-30,135,-225,-36,18,-2
-27,155,-224,-95,37,1
-26,145,-221,-15,64,10
-26,158,-227,68,97,25
-26,155,-232,672,159,78
-23,142,-216,5523,573,295
-2,75,-183,7931,735,261
30,-299,-184,2369,686,-1100
57,-230,-153,1515,466,-1039
62,-199,-177,818,236,-656
64,-219,-160,285,26,-193
67,-190,-138,226,-42,28
67,-144,-145,141,84,-23
82,-173,-157,-203,-35,10
75,-191,-163,-366,-157,143
66,-218,-158,-1042,-256,428
62,-212,-170,-1505,-412,725
27,-81,-226,-2803,-449,519
28,-112,-207,-4438,-629,383
-2,13,-237,-3615,-704,142
-26,95,-254,-2700,-649,-53
-34,147,-240,-1775,-553,-103
-42,160,-229,-1041,-422,-88
-49,178,-223,-496,-179,-55
-43,147,-213,-329,18,-12
-39,183,-207,161,96,58
-39,169,-211,-86,59,29
-38,168,-206,72,24,59
-42,168,-208,99,49,40
-40,172,-207,-98,42,16
-42,163,-207,-47,3,5
-40,162,-211,-61,30,4
-41,172,-210,-51,45,12
-38,169,-212,88,70,19
-38,163,-213,113,112,52
-40,172,-222,462,208,69
-40,248,-221,5743,508,207
-38,-112,-126,8369,714,305
12,-255,-207,1816,773,-884
54,-203,-191,1382,641,-1034
47,-172,-178,1028,380,-824
63,-213,-176,387,217,-398
62,-192,-155,44,36,-47
64,-177,-146,-95,33,82
64,-179,-151,-179,41,70
74,-196,-162,-697,-71,235
66,-159,-188,-2427,-423,349
48,-184,-194,-3275,-628,566
17,-89,-216,-3868,-630,297
-2,22,-253,-2916,-580,6
-2,81,-242,-3329,-650,-186
-21,153,-244,-1466,-420,-214
-31,132,-244,-119,-71,-143
-21,134,-246,-47,128,-105
-16,127,-237,160,106,-3
-16,122,-238,142,75,-11
-15,126,-235,-104,36,0
-16,124,-236,9,42,29
-13,127,-240,-24,31,16
-18,126,-238,-170,10,31
-17,127,-237,-95,5,29
-18,136,-238,69,10,41
