TimeStamp,AccXAxis,AccYAxis,AccZAxis,GyroXAxis,GyroYAxis,GyroZAxis,,AccXAxisAvg5,AccYAxisAvg5,AccZAxisAvg5,GyroXAxisAvg5,GyroYAxisAvg5,GyroZAxisAvg5,,AccXAxisAvg10,AccYAxisAvg10,AccZAxisAvg10,GyroXAxisAvg10,GyroYAxisAvg10,GyroZAxisAvg10,,AccXAxisAvg15,AccYAxisAvg15,AccZAxisAvg15,GyroXAxisAvg15,GyroYAxisAvg15,GyroZAxisAvg15
128,46,77,-248,-726,368,-1392,,59.2,117.6,-217.4,-82,504,-1328,,68.7,133.5,-220.3,-71.7,300.7,-781.7,,65.4,142.2,-216.0666666667,-30.6,18.6666666667,-189.4
129,60,92,-217,-528,500,-1711,,69,126.6,-208.2,57.2,460.6,-1198.2,,71.3,142,-214.8,-117.5,234.2,-605.2,,64.9333333333,141.2666666667,-217.0666666667,-15.0666666667,-33.4,30.4666666667
130,106,99,-196,-208,893,-1177,,73.2,140.2,-210.4,199.6,429,-952.6,,69.8,151.2,-211.9,-109.8,143.9,-371.7,,62.9333333333,138.5333333333,-218.2666666667,17.5333333333,-100.9333333333,280.6
131,48,146,-224,549,446,-1291,,67,156.4,-217.8,364.4,271.2,-750,,72.5,156,-208.8,4.9,-10.7,-153.9,,58,135.8666666667,-222.5333333333,-47.6,-188.1333333333,479.6666666667
132,36,174,-202,503,313,-1069,,72.6,157.6,-218.4,260,171,-476.4,,68,159.3,-210.9,-0.7,-112,126.9,,58.5333333333,128.2666666667,-223.3333333333,-81.8666666667,-255.3333333333,644.2
133,95,122,-202,-30,151,-743,,78.2,149.4,-223.2,-61.4,97.4,-235.4,,68.5,154.5,-215.4,-4.9,-224,379.9,,59.4666666667,119.4666666667,-227.0666666667,-118.1333333333,-292.2666666667,772.8666666667
134,81,160,-228,184,342,-483,,73.6,157.4,-221.4,-292.2,7.8,-12.2,,62.9,148.6,-221.5,-51.2,-280.4,644.8,,58.5333333333,114.2666666667,-230.5333333333,-82.7333333333,-324.8,875.8666666667
135,75,180,-233,616,104,-164,,66.4,162.2,-213.4,-419.2,-141.2,209.2,,57.8,137.7,-222.2,-73.5,-365.9,897.2,,58.5333333333,105.6666666667,-232.6,-126.8,-354.8666666667,934.4666666667
136,76,152,-227,27,-55,77,,78,155.6,-199.8,-354.6,-292.6,442.2,,53.5,125.6,-224.9,-253.6,-417.8,1094.5,,59.2,95.6666666667,-234.2666666667,-178.7333333333,-365.5333333333,958.6
137,64,133,-226,-1104,-55,136,,63.4,161,-203.4,-261.4,-395,730.2,,51.5,113.6,-225.8,-252.8,-468.5,1204.5,,59.5333333333,87.8666666667,-236.0666666667,-164.6666666667,-359.2,950.8666666667
138,72,162,-193,-1184,-297,373,,58.8,159.6,-207.6,51.6,-545.4,995.2,,50.1,104.5,-229,-146.5,-487.1,1277,,61,80.5333333333,-238,-52.6,-348.2666666667,932
139,45,184,-188,-451,-403,624,,52.2,139.8,-221.6,189.8,-568.6,1301.8,,51,92.7,-235.1,22,-491.1,1319.9,,61,69.3333333333,-243.3333333333,61.3333333333,-312.6,870.0666666667
140,133,147,-165,939,-653,1001,,49.2,113.2,-231,272.2,-590.6,1585.2,,54.6,77.4,-242.2,19.4,-461.7,1297.1,,62,57.4666666667,-249.8,67.6,-256.9333333333,762.8666666667
141,3,179,-245,493,-567,1517,,29,95.6,-250,-152.6,-543,1746.8,,49.8,65.7,-251.5,-90.8,-402,1216.8,,56.9333333333,48.8666666667,-256.2666666667,-28,-173.6666666667,604.0666666667
142,41,126,-247,461,-807,1461,,39.6,66.2,-248.2,-244.2,-542,1678.8,,57.6,51.3,-252.4,-116.3,-341.3,1061.2,,60.8666666667,40.6666666667,-255.8666666667,-81.8,-75.4,416.0666666667
143,39,63,-263,-493,-413,1906,,41.4,49.4,-250.4,-344.6,-428.8,1558.8,,62.1,41,-253.2,-104.7,-249.7,900.4,,62.8666666667,37.0666666667,-255.2666666667,-80,23.1333333333,215.1333333333
144,30,51,-235,-39,-513,2041,,49.8,45.6,-248.6,-145.8,-413.6,1338,,65.4,34.1,-254.2,-2.9,-184.6,654.2,,64.2,37.9333333333,-250.4,-6.9333333333,92.9333333333,-31.0666666667
145,32,59,-260,-1185,-415,1809,,60,41.6,-253.4,-233.4,-332.8,1009,,68.4,29.6,-259.2,-34.7,-90.1,351.7,,66.8,40.8,-249,13.4666666667,146,-275.1333333333
146,56,32,-236,35,-562,1177,,70.6,35.8,-253,-29,-261,686.8,,70.9,25.5,-259.4,34.3,11,32.7,,66.5333333333,45.2666666667,-247.7333333333,97.2,201.5333333333,-496.3333333333
147,50,42,-258,-41,-241,861,,75.6,36.4,-256.6,11.6,-140.6,443.6,,71.5,27.9,-259.7,-0.6,157.9,-215.3,,65.2666666667,54.9333333333,-247.1333333333,92.0666666667,243.4,-648.8
148,81,44,-254,501,-337,802,,82.8,32.6,-256,135.2,-70.6,242,,73.6,30.9,-257.7,52.3,249.1,-456.7,,68.4666666667,66.0666666667,-241.6666666667,110.3333333333,258.0666666667,-721.4666666667
149,81,31,-259,-477,-109,396,,81,22.6,-259.8,140,44.4,-29.6,,71.4,34.1,-251.3,62.5,346.2,-715.6,,67.2666666667,73.6,-241.2666666667,71.0666666667,278.7333333333,-780
150,85,30,-258,-163,-56,198,,76.8,17.6,-265,164,152.6,-305.6,,70.2,40.4,-246.8,136.9,385.4,-917.2,,65.8,80,-239.2666666667,72.4,277.0666666667,-802.6
151,81,35,-254,238,40,-39,,71.2,15.2,-265.8,97.6,283,-621.4,,64.5,50,-245.1,160.3,432.8,-1087.9,,65,85.3333333333,-237.2666666667,46.1333333333,273.2666666667,-814.0666666667
152,86,23,-255,577,109,-147,,67.4,19.4,-262.8,-12.8,456.4,-874.2,,60.1,64.2,-242.4,132.3,435.4,-1195,,65.6,90.4,-234.1333333333,25.3333333333,270.6666666667,-813.9333333333
153,72,-6,-273,525,238,-556,,64.4,29.2,-259.4,-30.6,568.8,-1155.4,,61.3,82.8,-234.5,97.9,422.4,-1203.2,,64.4,96.8666666667,-232.2666666667,-16.9333333333,260.6,-801
154,60,6,-285,-357,432,-984,,61.8,45.6,-242.8,-15,648,-1401.6,,60.4,99.1,-232,36.6,395.9,-1155.2,,64.3333333333,106,-228.6,-47,250.0666666667,-763
155,57,18,-262,-495,596,-1381,,63.6,63.2,-228.6,109.8,618.2,-1528.8,,60.3,111.2,-226.4,26.6,339.3,-1051.1,,65.2666666667,113.4666666667,-225.0666666667,-31.7333333333,221.3333333333,-697.8666666667
156,62,56,-239,-314,907,-1303,,57.8,84.8,-224.4,223,582.6,-1554.4,,61.9,120.4,-223,20.4,268.4,-910.4,,66.5333333333,120.8,-222,-7.0666666667,183.0666666667,-606.4666666667
157,71,72,-238,488,671,-1553,,52.8,109,-222,277.4,414.4,-1515.8,,64.7,125.9,-219.8,44.4,177.8,-783.8,,66.6666666667,125.4,-221.1333333333,16.4,120.9333333333,-518.6666666667
158,59,76,-190,603,634,-1787,,58.2,136.4,-209.6,226.4,276,-1251,,64.4,130.7,-218.7,-10.1,106.5,-623.8,,66.8,128.8666666667,-219.6666666667,-22,74.3333333333,-416.6666666667
159,69,94,-214,267,283,-1620,,59,152.6,-221.2,88.2,143.8,-908.8,,65.6,136.2,-221.5,-63,51.1,-443.7,,67.3571428571,132.6428571429,-221.7857142857,-66.6428571429,34.3571428571,-318.7857142857
160,28,126,-241,71,418,-1509,,57,159.2,-224.2,-56.6,60.4,-573.4,,66.1,138.6,-223.3,-102.5,22.9,-282.4,,67.2307692308,135.6153846154,-222.3846153846,-92.3076923077,15.2307692308,-218.6923076923
161,37,177,-227,-42,66,-1110,,66,156,-221.6,-182.2,-45.8,-266.4,,70.9,138.8,-220.8,-122.1,-16.7,-132.5,,70.5,136.4166666667,-220.8333333333,-105.9166666667,-18.3333333333,-111.1666666667
162,98,209,-176,233,-21,-229,,76.6,142.8,-217.6,-188.6,-58.8,-51.8,,73.6,133.6,-220.7,-114.1,-25.8,-20.1,,73.5454545455,132.7272727273,-220.2727272727,-111.7272727273,-26,-20.3636363636
163,63,157,-248,-88,-27,-76,,70.6,125,-227.8,-246.6,-63,3.4,,71.1,125.1,-224.7,-146.2,-26.5,0.5,,71.1,125.1,-224.7,-146.2,-26.5,0.5
164,59,127,-229,-457,-134,57,,72.2,119.8,-221.8,-214.2,-41.6,21.4,,72,121.5555555556,-222.1111111111,-152.6666666667,-26.4444444444,9,,72,121.5555555556,-222.1111111111,-152.6666666667,-26.4444444444,9
165,73,110,-228,-557,-113,26,,75.2,118,-222.4,-148.4,-14.6,8.6,,73.625,120.875,-221.25,-114.625,-13,3,,73.625,120.875,-221.25,-114.625,-13,3
166,90,111,-207,-74,1,-37,,75.8,121.6,-220,-62,12.4,1.4,,73.7142857143,122.4285714286,-220.2857142857,-51.4285714286,1.2857142857,-0.2857142857,,73.7142857143,122.4285714286,-220.2857142857,-51.4285714286,1.2857142857,-0.2857142857
167,68,120,-227,-57,-42,47,,70.6,124.4,-223.8,-39.6,7.2,11.6,,71,124.3333333333,-222.5,-47.6666666667,1.3333333333,5.8333333333,,71,124.3333333333,-222.5,-47.6666666667,1.3333333333,5.8333333333
168,71,131,-218,74,80,14,,71.6,125.2,-221.6,-45.8,10,-2.4,,71.6,125.2,-221.6,-45.8,10,-2.4,,71.6,125.2,-221.6,-45.8,10,-2.4
169,74,118,-232,-128,1,-7,,71.75,123.75,-222.5,-75.75,-7.5,-6.5,,71.75,123.75,-222.5,-75.75,-7.5,-6.5,,71.75,123.75,-222.5,-75.75,-7.5,-6.5
170,76,128,-216,-125,22,-10,,71,125.6666666667,-219.3333333333,-58.3333333333,-10.3333333333,-6.3333333333,,71,125.6666666667,-219.3333333333,-58.3333333333,-10.3333333333,-6.3333333333,,71,125.6666666667,-219.3333333333,-58.3333333333,-10.3333333333,-6.3333333333
171,64,125,-226,38,-25,14,,68.5,124.5,-221,-25,-26.5,-4.5,,68.5,124.5,-221,-25,-26.5,-4.5,,68.5,124.5,-221,-25,-26.5,-4.5
172,73,124,-216,-88,-28,-23,,73,124,-216,-88,-28,-23,,73,124,-216,-88,-28,-23,,73,124,-216,-88,-28,-23
