TimeStamp,AccXAxis,AccYAxis,AccZAxis,GyroXAxis,GyroYAxis,GyroZAxis,,AccXAxisAvg5,AccYAxisAvg5,AccZAxisAvg5,GyroXAxisAvg5,GyroYAxisAvg5,GyroZAxisAvg5,,AccXAxisAvg10,AccYAxisAvg10,AccZAxisAvg10,GyroXAxisAvg10,GyroYAxisAvg10,GyroZAxisAvg10,,AccXAxisAvg15,AccYAxisAvg15,AccZAxisAvg15,GyroXAxisAvg15,GyroYAxisAvg15,GyroZAxisAvg15
26,4,68,-260,-111,-625,895,,5.8,49,-265.4,-98.2,-277.8,426.8,,7.125,55.75,-261.625,-16,-127.75,243.125,,11.2,56.9333333333,-258.3333333333,-150.9333333333,213.4,-365.2
27,15,26,-265,131,-284,587,,6.6,50.4,-264.6,-94.8,-132.2,249.2,,6.125,51.25,-262.625,31.5,-6.625,76,,12.9333333333,60.9333333333,-255.8666666667,-197.8666666667,311.4666666667,-488.5333333333
28,-2,51,-270,68,-320,443,,6,59.2,-262,-100.4,-55.2,117.4,,6.375,49.75,-262.375,31.5,86.25,-103.375,,13.6,71,-251,-210.6666666667,390.3333333333,-599.3333333333
29,3,33,-263,-217,-124,106,,8,60.2,-259.6,-43.2,41.4,4,,9,46.75,-260.875,-34.875,191.125,-282.25,,17.0666666667,80.0666666667,-244.7333333333,-103.9333333333,433.9333333333,-660.2
30,9,67,-269,-362,-36,103,,6.6,60,-260.6,54,135,-105.6,,10,49.25,-260,-91.75,282.125,-454.25,,19.9333333333,86,-242.4666666667,-78.7333333333,451.3333333333,-695.6666666667
31,8,75,-256,-94,103,7,,8.2,49.4,-259.4,152.6,234,-295.8,,9.125,51,-258.75,-70.25,390.25,-629.125,,23.4,91.3333333333,-238.8,-71.0666666667,451.2,-710.6
32,12,70,-252,103,101,-72,,10.4,39.8,-259.8,78.8,317.2,-494.8,,9.125,52.125,-256.75,-101.25,473.25,-809,,26.3333333333,95.6666666667,-235.6,-102.0666666667,440.1333333333,-696.6
33,8,56,-258,354,163,-124,,10.2,36.4,-260.6,-76.2,417.8,-734.4,,14.875,58,-255,-222.75,548.25,-943.375,,27.9333333333,102.4666666667,-233.0666666667,-108.4,421.1333333333,-659.9333333333
34,-4,32,-268,269,344,-442,,9,41.4,-260.8,-185,551,-968.8,,17.625,67,-250.625,-368.875,633.625,-1047.25,,30.8,109.4,-231.1333333333,-156.7333333333,388.2,-611.0666666667
35,17,14,-263,131,459,-848,,11.4,51.8,-255.2,-307.2,635.6,-1166.8,,21.25,85.125,-241.125,-410.125,703,-1126.375,,33.7333333333,116.5333333333,-228,-187.5333333333,318,-519.6
36,19,27,-258,-463,519,-988,,19.6,72.4,-250.2,-507.2,684,-1226.6,,25.375,106.75,-230.25,-217.875,687.375,-1079.125,,36.5333333333,128.8,-224.2,-168.7333333333,265.0666666667,-387
37,11,53,-256,-672,604,-1270,,21.8,92.6,-243.2,-577.6,749.4,-1220,,28.75,118.625,-226.625,-139.875,639.625,-1008.875,,34.3333333333,132.8666666667,-221.3333333333,-31.9333333333,149.3333333333,-210.2666666667
38,2,81,-259,-190,829,-1296,,24.6,117.4,-230.4,-455.4,808.4,-1181,,35,130.375,-221.375,-86.75,559.375,-865.25,,32.6,136.9333333333,-220.2,8.1333333333,68.1333333333,-14.8
39,8,84,-240,-342,767,-1432,,34.2,138.6,-213.8,-83.6,709.4,-1015.8,,41.25,137.75,-215,-132.875,447.875,-676.125,,31.7333333333,135.5333333333,-220.2,55.4,-57.2666666667,144
40,58,117,-238,-869,701,-1147,,41.8,146.2,-211.6,17,583.4,-814.6,,44.75,148.75,-211.75,-89.125,329,-437.375,,32.6666666667,131.1333333333,-220.3333333333,79.6,-148,316.9333333333
41,30,128,-223,-815,846,-955,,42.4,152.2,-206.8,141.4,435.6,-609.4,,43.875,154.125,-210.625,-26.875,200,-217.875,,28.4666666667,127.5333333333,-222.4,174,-218.6666666667,478.2666666667
42,25,177,-192,-61,899,-1075,,46.8,154.6,-203.8,192.6,253.8,-375,,45.125,155.5,-210.375,50.875,5.625,17.75,,25.5333333333,121.6,-224.8666666667,220.9333333333,-301.3333333333,590.5333333333
43,50,187,-176,1669,334,-470,,49,153.6,-208.2,206.4,37.2,-64.4,,49.375,158.125,-212.125,110.125,-148.625,294.75,,24.5333333333,111.9333333333,-229.4,215.6,-384.9333333333,704.6
44,46,122,-229,161,137,-426,,49.2,148.2,-218.8,-201.6,-95.8,151.4,,41.375,145.75,-217,100.125,-342.5,561.375,,19.8666666667,103,-235,91.5333333333,-423.8666666667,755.0666666667
45,61,147,-214,-247,-38,-121,,48,151.6,-217.2,-272.4,-265,422.6,,33.75,144.75,-218.25,71.125,-436.375,822.375,,16.9333333333,98.6,-237.3333333333,72.8,-435.8,793.1333333333
46,52,140,-208,-559,-63,217,,47.6,161.8,-215.6,-140.4,-324.4,675,,24.75,133.875,-223.875,166.875,-563.125,973.25,,13.4666666667,93.2666666667,-239.8666666667,93.8,-427.7333333333,804.5333333333
47,36,172,-214,8,-184,478,,34.4,151.4,-217,289.2,-555.2,964.2,,21,118.625,-228.125,239.375,-629.5,1091.375,,10.5333333333,88.4666666667,-243.0666666667,132,-417.7333333333,786.8
48,51,160,-229,-371,-331,609,,24.2,139.8,-222,273.4,-641.2,1201,,15.875,105,-235,306.75,-651.375,1190.75,,8.9333333333,81.1333333333,-245.9333333333,140.4666666667,-399.8666666667,748.0666666667
