TimeStamp,AccXAxis,AccYAxis,AccZAxis,GyroXAxis,GyroYAxis,GyroZAxis,,AccXAxisAvg5,AccYAxisAvg5,AccZAxisAvg5,GyroXAxisAvg5,GyroYAxisAvg5,GyroZAxisAvg5,,AccXAxisAvg10,AccYAxisAvg10,AccZAxisAvg10,GyroXAxisAvg10,GyroYAxisAvg10,GyroZAxisAvg10,,AccXAxisAvg15,AccYAxisAvg15,AccZAxisAvg15,GyroXAxisAvg15,GyroYAxisAvg15,GyroZAxisAvg15
96,0,138,-279,109,155,237,,24.8,152.2,-282.6,-737,1346.6,915.4,,105.1,122.5,-163.8,-766.9,1460.2,940,,142.3076923077,109.3846153846,-123.5384615385,-537.8461538462,1184.0769230769,744.1538461538
97,4,172,-336,-714,717,510,,41.2,147.8,-248,-982.4,1769,1160,,129.8,114.6,-135,-742.2,1493.8,919.8,,163.5384615385,104,-101.4615384615,-597.4615384615,1172.8461538462,718.3076923077
98,-21,208,-305,-1383,1443,1375,,78,132.4,-186.6,-814.8,2120.4,1283.4,,158.4,102.7,-98.3,-634.8,1445,873.7,,182.9230769231,96.3076923077,-70.5384615385,-530.2307692308,1091.5384615385,664
99,64,139,-300,-517,2084,1028,,122,105.8,-137.8,-656,2013,1130.6,,186.7,90.4,-68.6,-500.4,1307.8,755.2,,202.6153846154,84.3846153846,-45.0769230769,-292.4615384615,899.3076923077,519.3846153846
100,77,104,-193,-1180,2334,1427,,152.8,101.8,-90.2,-860.6,1891.8,1092.6,,207.9,83.3,-37.8,-515.3,1100.3,642.5,,215.3076923077,77.4615384615,-22.7692307692,-194.2307692308,628.6923076923,372
101,82,116,-106,-1118,2267,1460,,185.4,92.8,-45,-796.8,1573.8,964.6,,225.8,80.1,-11.9,-381.3,832.9,480.2,,225.3076923077,74.9230769231,-8.6923076923,-63.9230769231,323.1538461538,195.9230769231
102,188,95,-29,124,2474,1127,,218.4,81.4,-22,-502,1218.6,679.6,,241.1,73.8,1.3,-98.7,500.6,283.7,,231.0769230769,74.4615384615,-10.0769230769,122.3076923077,-53.1538461538,-22.3846153846
103,199,75,-61,-589,906,611,,238.8,73,-10,-454.8,769.6,464,,245.2,69.2,3.2,-35.1,109.8,82.2,,225.6153846154,70.4615384615,-23.4615384615,371.3076923077,-451.9230769231,-208.0769230769
104,218,119,-62,-1540,1478,838,,251.4,75,0.6,-344.8,602.6,379.8,,246,68.8,8.3,75.2,-144.6,-65.1,,214.6153846154,71.3846153846,-44,569.5384615385,-696.4615384615,-322.0769230769
105,240,59,33,-861,744,787,,263,64.8,14.6,-170,308.8,192.4,,239.9,67.9,2.1,359.5,-554.9,-286.7,,201.5384615385,65.2307692308,-61.3076923077,698.6153846154,-978.3846153846,-427.1538461538
106,247,59,9,356,491,35,,266.2,67.4,21.2,34.2,92,-4.2,,227.6,66.3,-21.5,781.7,-900.3,-494.1,,179.6923076923,67.3076923077,-90.0769230769,727.5384615385,-1158.3076923077,-512.9230769231
107,290,53,31,360,229,49,,263.8,66.2,24.6,304.6,-217.4,-112.2,,208.5,69.1,-55.2,944.9,-1176.7,-584.7,,159.8461538462,69.3076923077,-114.4615384615,656.1538461538,-1254.0769230769,-532.7692307692
108,262,85,-8,-39,71,190,,251.6,65.4,16.4,384.6,-550,-299.6,,184.3,67.7,-87,922.7,-1418.3,-642.4,,133.5384615385,73,-138.3846153846,604.5384615385,-1317.1538461539,-550
109,276,68,8,-666,9,-99,,240.6,62.6,16,495.2,-891.8,-510,,153.7,67.8,-120.3,878.1,-1584.9,-694.2,,110.6153846154,73.7692307692,-158.5384615385,588.8461538462,-1356.2307692308,-576.3076923077
110,256,72,66,160,-340,-196,,216.8,71,-10.4,889,-1418.6,-765.8,,125,69.5,-151.9,887.5,-1661.2,-706.6,,85.6923076923,77.2307692308,-178.7692307692,578.6923076923,-1366.5384615385,-564
111,235,53,26,1708,-1056,-505,,189,65.2,-64.2,1529.2,-1892.6,-984,,94.2,72.4,-186.5,840.4,-1686.3,-704.5,,62.7692307692,81.0769230769,-202.3076923077,528.3846153846,-1343.8461538462,-546.6153846154
