AccX_0,AccY_0,AccZ_0,GyroX_0,GyroY_0,GyroZ_0,AccX_1,AccY_1,AccZ_1,GyroX_1,GyroY_1,GyroZ_1,AccX_2,AccY_2,AccZ_2,GyroX_2,GyroY_2,GyroZ_2,AccX_3,AccY_3,AccZ_3,GyroX_3,GyroY_3,GyroZ_3,AccX_4,AccY_4,AccZ_4,GyroX_4,GyroY_4,GyroZ_4,AccX_5,AccY_5,AccZ_5,GyroX_5,GyroY_5,GyroZ_5,AccX_6,AccY_6,AccZ_6,GyroX_6,GyroY_6,GyroZ_6,AccX_7,AccY_7,AccZ_7,GyroX_7,GyroY_7,GyroZ_7,AccX_8,AccY_8,AccZ_8,GyroX_8,GyroY_8,GyroZ_8,AccX_9,AccY_9,AccZ_9,GyroX_9,GyroY_9,GyroZ_9,AccX_10,AccY_10,AccZ_10,GyroX_10,GyroY_10,GyroZ_10,AccX_11,AccY_11,AccZ_11,GyroX_11,GyroY_11,GyroZ_11,AccX_12,AccY_12,AccZ_12,GyroX_12,GyroY_12,GyroZ_12,AccX_13,AccY_13,AccZ_13,GyroX_13,GyroY_13,GyroZ_13,AccX_14,AccY_14,AccZ_14,GyroX_14,GyroY_14,GyroZ_14,AccX_15,AccY_15,AccZ_15,GyroX_15,GyroY_15,GyroZ_15,AccX_16,AccY_16,AccZ_16,GyroX_16,GyroY_16,GyroZ_16,AccX_17,AccY_17,AccZ_17,GyroX_17,GyroY_17,GyroZ_17,AccX_18,AccY_18,AccZ_18,GyroX_18,GyroY_18,GyroZ_18,AccX_19,AccY_19,AccZ_19,GyroX_19,GyroY_19,GyroZ_19,AccX_20,AccY_20,AccZ_20,GyroX_20,GyroY_20,GyroZ_20,AccX_21,AccY_21,AccZ_21,GyroX_21,GyroY_21,GyroZ_21,AccX_22,AccY_22,AccZ_22,GyroX_22,GyroY_22,GyroZ_22,AccX_23,AccY_23,AccZ_23,GyroX_23,GyroY_23,GyroZ_23,AccX_24,AccY_24,AccZ_24,GyroX_24,GyroY_24,GyroZ_24,AccX_25,AccY_25,AccZ_25,GyroX_25,GyroY_25,GyroZ_25,AccX_26,AccY_26,AccZ_26,GyroX_26,GyroY_26,GyroZ_26,AccX_27,AccY_27,AccZ_27,GyroX_27,GyroY_27,GyroZ_27,AccX_28,AccY_28,AccZ_28,GyroX_28,GyroY_28,GyroZ_28,AccX_29,AccY_29,AccZ_29,GyroX_29,GyroY_29,GyroZ_29,Label 
-710.6,24.6,-1268.4,-302.8,-1186.8,408.4,-706.0,32.0,-1278.2,-545.4,394.2,440.4,-720.0,24.0,-1309.2,-625.4,1718.0,791.2,-650.6,47.0,-1295.6,-883.2,3064.4,741.8,-570.8,74.4,-1381.4,-1013.6,4525.0,1022.8,-484.2,110.2,-1466.4,-1245.8,5851.6,1376.0,-294.2,166.6,-1471.8,-1629.0,6630.2,1778.8,-184.8,190.8,-1528.4,-1672.0,7705.2,1585.0,-1.0,224.0,-1400.2,-1863.6,8683.0,2083.2,213.8,273.2,-1424.4,-2096.2,10328.2,1974.2,532.6,364.6,-1370.8,-2630.2,11902.8,2481.8,834.4,421.6,-1411.4,-2774.0,12841.0,2152.4,1092.6,496.2,-1463.0,-1967.2,11786.8,1911.2,1282.4,519.4,-1500.8,-1761.4,9870.6,1504.2,1435.6,504.4,-1398.8,-827.2,6353.8,1079.8,1396.4,492.8,-1389.8,220.0,2801.0,763.4,1419.8,395.6,-1358.6,983.8,195.4,157.6,1253.8,440.0,-1224.8,-4.6,-838.4,-311.6,1336.8,468.4,-1210.8,578.8,-1622.2,231.2,1364.8,439.8,-1334.2,1220.4,-3588.0,100.2,1409.0,400.4,-1483.6,933.0,-6901.2,-42.2,1303.8,440.4,-1582.8,890.4,-10260.2,-562.0,1130.0,451.0,-1602.4,2750.4,-13588.4,-773.2,800.6,353.4,-1514.6,2905.0,-15515.0,-1285.4,456.2,227.0,-1407.8,2519.8,-15047.2,-1857.4,146.4,227.4,-1243.8,1613.4,-13302.6,-1503.4,-221.8,112.2,-1163.6,1831.8,-10300.8,-1245.2,-491.0,55.8,-1193.0,-122.8,-6084.2,-1003.2,-588.2,57.0,-1220.4,-1570.2,-2113.2,-520.4,-599.0,111.8,-1326.6,-1507.8,109.6,-307.6,DOWN
-663.2,107.4,-1385.8,-912.2,826.6,149.4,-639.4,123.8,-1356.8,-218.0,1310.4,501.2,-591.8,119.0,-1368.8,-594.4,2822.6,554.2,-475.6,147.2,-1370.6,-892.4,4338.6,990.4,-370.8,169.4,-1370.0,-1086.4,5987.2,1751.6,-220.4,179.8,-1356.2,-1863.2,8018.6,1885.6,-60.6,220.6,-1338.4,-2964.4,10707.6,2331.8,265.8,277.4,-1312.6,-3414.2,13115.4,3474.8,658.4,413.0,-1353.2,-3468.8,15090.8,2980.6,1020.0,548.2,-1364.8,-3647.6,14854.2,3046.4,1379.4,665.4,-1380.6,-1944.8,12755.8,2335.6,1491.6,676.8,-1300.0,-2074.8,9671.8,764.8,1500.2,674.2,-1228.4,-1015.6,6172.4,460.6,1446.8,577.0,-1208.8,-158.8,2801.8,-280.6,1381.0,435.2,-1154.2,-1530.8,-53.8,-272.2,1424.2,549.6,-1083.2,237.2,-1237.6,54.8,1464.0,547.2,-1054.0,1145.8,-2279.2,-65.8,1474.0,528.6,-1199.2,1094.4,-4055.4,-392.6,1485.6,564.8,-1421.4,1854.8,-7172.6,-725.0,1423.4,590.4,-1534.0,2861.8,-11344.2,-1372.4,1217.2,599.8,-1561.0,5072.2,-14185.2,-1959.2,854.0,436.0,-1484.4,4667.0,-15481.6,-2437.0,505.2,343.6,-1372.2,3854.8,-14482.8,-2896.2,273.8,266.2,-1283.2,1606.2,-12593.4,-2622.6,-120.2,176.6,-1278.4,1228.0,-10038.2,-2208.6,-338.2,105.8,-1265.0,775.4,-6689.6,-869.4,-507.0,74.8,-1321.0,470.0,-3914.6,-589.2,-639.0,62.0,-1344.8,-275.2,-1660.2,-349.2,-663.0,83.2,-1362.4,-651.6,-188.0,85.0,-655.8,86.6,-1380.4,-330.0,643.6,573.2,DOWN
-642.6,107.8,-1333.6,-832.8,1661.4,765.0,-567.8,95.2,-1254.4,-1009.6,3169.2,1035.2,-424.0,141.0,-1263.8,-1806.4,5642.6,1662.6,-229.8,171.2,-1209.0,-2767.2,8812.4,2728.2,41.0,257.0,-1246.4,-3657.6,11932.6,2644.8,219.2,375.0,-1307.0,-4494.0,14382.0,2237.8,671.2,528.2,-1371.8,-4563.8,15364.6,3188.8,949.6,611.2,-1249.4,-3646.8,14486.8,2711.4,1216.4,689.8,-1310.6,-2826.6,13580.6,2241.4,1412.8,645.4,-1230.4,-568.8,10682.0,2717.0,1557.8,631.8,-1116.4,335.0,7186.8,2120.0,1655.6,593.6,-1051.4,12.2,4019.8,1588.6,1595.8,496.2,-1002.2,-38.0,1579.8,684.8,1541.0,435.8,-947.4,360.4,-45.0,134.0,1575.6,423.8,-978.8,243.6,-1250.6,-185.4,1581.4,453.0,-994.4,560.0,-3105.4,-237.2,1593.0,449.2,-1136.2,847.6,-5360.4,-464.4,1583.4,499.0,-1286.8,1361.0,-8557.2,-903.6,1525.8,592.8,-1422.0,2237.0,-12378.0,-1090.0,1288.2,574.4,-1474.8,3755.0,-15123.0,-1500.2,990.4,464.4,-1447.4,4598.8,-16609.8,-2042.6,583.2,393.6,-1337.8,3370.2,-16162.6,-2606.8,205.4,257.0,-1282.8,2653.2,-14144.4,-3189.4,-141.6,172.0,-1165.2,-98.0,-11292.0,-2694.2,-401.4,38.0,-1132.6,271.0,-7460.6,-1943.2,-658.6,65.4,-1226.2,-522.4,-2944.8,-925.2,-646.2,54.6,-1323.4,-955.2,-280.0,-390.0,-660.2,78.4,-1377.4,-806.4,707.2,455.4,-653.2,45.0,-1322.6,-545.2,1367.8,647.0,-598.2,60.4,-1283.0,-765.2,3099.8,1175.4,DOWN
-479.8,62.6,-1249.2,-1169.8,5790.0,1729.0,-293.0,117.6,-1199.2,-1831.2,8515.8,2719.4,-93.2,219.8,-1282.0,-2181.0,11383.4,3502.6,214.0,345.8,-1338.0,-3014.2,13240.0,4204.2,549.4,431.6,-1456.6,-3181.4,14954.6,3645.6,948.2,491.2,-1471.2,-2804.8,14977.4,3042.0,1305.8,632.6,-1344.2,-2195.2,13398.0,2277.6,1424.2,542.4,-1385.0,-2677.4,10914.8,765.6,1553.4,622.4,-1280.2,-1362.6,7370.6,849.6,1519.8,569.2,-1267.4,-808.0,3979.2,319.6,1559.0,564.0,-1202.0,285.0,688.0,19.2,1381.8,458.2,-1163.6,-154.6,-1299.8,-83.4,1490.6,515.0,-1076.0,745.2,-2473.2,15.2,1455.6,489.6,-1132.2,1023.4,-4362.8,-148.6,1503.0,498.8,-1297.6,862.6,-6702.2,-851.0,1457.2,549.0,-1462.6,421.4,-10032.6,-2105.0,1342.0,629.8,-1494.4,1205.8,-13562.6,-2024.4,1023.2,592.4,-1491.8,3767.0,-15610.6,-2605.8,673.2,456.2,-1450.8,4259.2,-15955.0,-2822.6,310.6,313.2,-1315.4,3395.8,-14434.8,-3967.6,-16.8,238.2,-1231.2,2405.8,-12271.4,-2420.2,-324.4,101.4,-1187.2,1149.0,-9179.8,-2483.6,-571.4,51.4,-1168.2,-135.4,-5066.6,-1572.2,-642.8,72.8,-1252.2,-558.2,-1747.4,-1137.0,-723.0,73.6,-1286.6,-858.6,-18.2,-23.2,-709.0,81.6,-1324.4,-880.0,825.6,249.2,-727.6,85.0,-1306.4,-708.6,1542.6,516.6,-671.0,104.4,-1318.4,-836.8,2998.2,790.0,-547.8,153.2,-1330.4,-1186.0,4494.4,1207.6,-450.6,164.4,-1323.8,-1503.4,6344.4,1770.2,DOWN
-291.2,194.6,-1286.0,-1842.2,8722.0,2576.2,-118.8,245.8,-1335.6,-2837.2,11755.0,3026.8,316.6,363.6,-1334.4,-3185.0,13440.0,4276.4,663.6,482.2,-1306.8,-2968.0,14436.2,3188.0,1014.0,611.4,-1407.6,-2795.2,13895.4,2901.8,1192.8,615.0,-1371.8,-2318.0,12629.8,2716.4,1522.2,713.4,-1383.4,-822.0,10510.0,2378.4,1535.8,621.2,-1342.0,-597.6,6341.0,2645.4,1532.6,495.6,-1245.8,133.8,2422.6,1253.0,1464.4,422.0,-1190.6,-105.0,202.6,766.0,1443.6,446.4,-1105.0,114.8,-942.4,-326.8,1479.8,448.8,-1141.4,282.0,-2775.8,-496.2,1504.8,483.0,-1233.4,145.6,-5315.2,-1149.6,1499.2,515.4,-1433.8,130.8,-8275.6,-2674.2,1390.6,618.2,-1533.8,868.2,-11651.2,-3254.4,1157.2,654.8,-1545.4,2456.4,-14000.4,-3655.4,848.6,569.8,-1478.0,3674.8,-15305.2,-4230.6,518.6,483.4,-1349.6,4337.6,-14727.6,-4124.0,-3.8,235.8,-1185.6,2860.6,-12868.0,-3447.0,-186.0,163.2,-1067.8,807.4,-9471.8,-2646.8,-443.2,103.0,-1124.4,-146.0,-4904.4,-1951.6,-490.8,127.8,-1269.8,-1230.8,-1722.2,-1489.4,-557.6,166.8,-1356.0,-1946.0,-37.4,-431.0,-585.0,180.0,-1422.8,-926.0,488.4,174.2,-594.2,202.6,-1384.8,-497.4,858.0,918.4,-554.8,187.8,-1373.0,-374.8,2029.0,904.8,-460.6,225.0,-1344.6,-685.8,3278.0,1506.8,-345.4,235.2,-1281.2,-805.2,4872.6,2344.2,-227.4,283.8,-1261.8,-1405.8,6935.2,3448.6,-4.4,299.2,-1184.0,-1789.2,9753.0,4370.0,DOWN
242.0,405.6,-1229.6,-2933.4,12336.4,4703.4,656.0,536.4,-1267.8,-3554.2,13744.2,4985.6,963.6,595.4,-1348.6,-2801.4,13766.6,4625.6,1293.4,628.4,-1357.8,-1908.6,12671.2,3740.4,1532.0,642.2,-1384.2,-1522.0,10061.6,2706.6,1640.8,714.0,-1340.6,-3157.2,7652.6,1046.6,1717.8,611.0,-1315.8,-1394.4,3668.8,1455.4,1729.8,539.2,-1336.6,319.0,830.4,827.6,1471.0,458.4,-1139.0,575.0,-1025.2,-851.4,1513.4,535.0,-1103.2,1468.2,-2706.8,-566.2,1503.2,502.6,-1251.8,1536.4,-4942.0,-992.8,1461.4,541.2,-1392.6,773.8,-7662.6,-2671.2,1416.8,626.4,-1463.2,650.8,-10534.2,-2701.0,1143.8,622.2,-1472.8,1980.4,-12944.6,-3578.4,889.0,566.0,-1460.0,2833.8,-14193.0,-4488.6,550.8,452.8,-1353.2,2555.6,-13922.8,-5112.0,350.6,397.6,-1228.6,1646.6,-12564.2,-3668.8,-71.4,242.8,-1187.0,1870.2,-9710.2,-3392.0,-360.2,190.4,-1215.6,671.8,-6206.8,-1857.2,-428.2,185.4,-1274.8,-63.6,-2894.6,-1237.2,-518.0,196.8,-1326.6,-491.6,-1231.6,-408.6,-571.4,272.8,-1448.4,-108.0,-498.0,-36.8,-602.4,205.8,-1396.0,256.0,-84.8,72.0,-608.0,239.2,-1401.4,-30.8,910.8,233.6,-547.8,184.6,-1347.6,-402.6,2055.0,514.2,-449.0,210.8,-1314.8,-742.4,3674.4,1021.0,-396.6,207.4,-1289.4,-1148.0,5791.6,1737.8,-230.2,250.8,-1287.8,-2162.6,8504.0,2242.4,-72.6,306.6,-1237.2,-3666.8,11558.0,2953.4,436.6,414.0,-1170.0,-3836.4,13744.2,4150.2,DOWN
708.8,595.8,-1296.6,-3559.2,14627.6,3499.6,1196.6,694.4,-1284.4,-3180.8,13283.4,4065.4,1220.0,714.0,-1323.0,-2417.6,11272.4,3432.8,1546.0,717.8,-1479.4,-878.8,8118.2,3454.4,1519.0,655.8,-1312.2,-401.0,5028.2,1878.8,1587.0,564.6,-1229.4,-117.4,2561.0,1120.0,1490.2,466.8,-1167.8,765.4,446.8,1291.6,1456.4,423.0,-1086.0,834.8,-574.6,43.4,1469.6,452.8,-1050.0,303.8,-1458.0,-423.4,1503.8,492.6,-1181.2,278.4,-2901.0,-799.8,1548.4,537.4,-1376.0,129.2,-5688.6,-1726.6,1499.0,580.8,-1507.8,-409.0,-9131.8,-3380.6,1391.4,716.2,-1459.6,342.2,-12693.0,-3819.2,1039.8,708.0,-1380.6,3880.0,-14785.4,-4510.6,691.0,504.0,-1273.8,5395.0,-15262.0,-4444.8,343.4,392.4,-1182.8,4953.8,-13569.0,-4084.2,-16.0,214.0,-1055.6,3166.8,-10558.0,-2726.8,-249.8,146.0,-1160.6,342.0,-6672.0,-2309.8,-448.6,130.4,-1220.4,-613.0,-3559.8,-1692.4,-511.8,164.0,-1342.2,-1317.6,-1912.4,-1338.0,-571.6,166.0,-1347.8,-632.8,-531.6,-168.2,-580.2,171.8,-1444.2,-7.8,347.6,280.2,-553.2,156.8,-1401.8,-217.2,1322.8,360.6,-486.8,166.2,-1412.4,-425.4,2178.2,779.0,-401.4,162.0,-1360.6,-987.4,3627.0,1232.2,-301.0,197.0,-1304.2,-1234.0,5711.8,2044.0,-167.4,206.4,-1324.0,-1759.0,8536.2,2451.6,141.0,263.2,-1315.4,-2577.0,11348.8,3390.0,367.2,348.8,-1316.6,-1211.8,13254.4,2583.6,698.4,434.8,-1401.2,-2579.6,13294.0,3739.4,DOWN
955.6,442.2,-1288.0,-1854.8,13521.6,2326.0,1368.8,554.8,-1320.4,-3663.4,11842.0,2364.6,1493.2,585.0,-1287.8,-1419.6,9850.6,2171.4,1536.2,513.4,-1245.4,-598.8,7518.2,788.2,1611.0,438.0,-1189.2,-484.6,5139.6,778.2,1622.2,435.2,-1105.8,-157.6,2177.2,574.2,1607.2,367.0,-1059.4,-333.6,144.0,196.2,1518.6,330.6,-1015.0,104.6,-915.8,-118.2,1569.4,390.0,-1022.2,794.6,-2303.8,-48.8,1619.4,390.2,-1144.0,945.4,-4226.8,-220.2,1626.8,362.2,-1280.4,211.0,-7783.6,-1058.2,1596.4,462.0,-1385.0,-248.4,-11242.6,-1877.8,1350.8,529.2,-1470.8,1119.2,-14179.6,-2821.0,1127.6,523.6,-1435.0,2834.4,-16333.2,-2512.4,682.0,416.6,-1407.0,3955.4,-16447.2,-3003.8,293.0,287.8,-1301.4,3920.0,-15564.8,-2848.8,-63.0,166.6,-1150.0,2221.2,-13072.0,-1680.8,-395.8,64.6,-1114.2,1246.4,-9476.8,-1937.6,-622.4,42.2,-1125.4,-12.6,-5408.2,-1194.4,-692.0,-10.6,-1190.0,-297.8,-2198.2,-498.2,-720.4,27.0,-1265.0,-931.0,254.4,-272.6,-762.0,37.0,-1344.4,-714.6,1372.2,169.6,-688.4,70.6,-1349.6,-798.0,2086.6,500.2,-654.2,62.0,-1380.8,-1003.8,3177.4,494.8,-565.2,102.0,-1313.4,-1776.0,4593.6,1077.2,-440.2,108.6,-1280.4,-2299.8,6631.8,1657.6,-252.2,165.2,-1219.6,-2422.8,9084.6,2654.4,30.0,252.6,-1306.4,-3078.0,11886.6,3500.4,345.0,402.2,-1216.8,-2495.6,13660.6,4442.6,708.8,501.8,-1305.0,-2074.0,14592.4,3439.0,DOWN
140.8,71.6,-1692.8,228.2,-534.6,2092.4,151.0,-11.8,-1702.2,3.8,-716.8,3766.6,127.0,-10.8,-1647.4,-521.8,-728.8,5776.0,116.2,60.0,-1609.2,-809.8,-381.0,7659.2,131.6,181.2,-1567.0,-970.6,46.4,8957.2,162.6,252.6,-1548.2,-643.0,340.6,9736.0,213.6,366.0,-1516.2,-1612.8,677.8,9607.8,302.4,543.0,-1553.0,-596.6,716.4,8526.2,314.2,540.8,-1596.0,-1712.0,972.6,6449.8,385.6,577.2,-1610.8,-41.4,433.2,4177.8,316.4,594.2,-1590.4,-803.6,71.4,1570.8,323.6,541.0,-1574.6,497.6,-187.8,-376.2,351.4,590.2,-1594.2,248.4,-421.8,-2711.2,384.4,614.4,-1588.4,531.2,-690.6,-5671.4,350.6,581.8,-1604.6,1468.8,-928.4,-8286.8,306.8,458.6,-1597.8,802.6,-772.2,-10363.2,271.4,337.2,-1605.8,191.0,-561.8,-11487.0,178.8,232.2,-1618.0,-605.0,-437.0,-11524.2,102.4,149.4,-1650.2,-1921.4,187.4,-10937.2,70.8,117.8,-1643.8,-710.0,642.4,-9773.8,65.0,69.6,-1655.6,-1082.4,780.2,-7783.8,21.2,71.4,-1602.8,-1933.4,631.4,-5471.0,16.4,171.6,-1618.0,-577.2,390.8,-3365.2,6.4,194.4,-1604.2,-498.0,204.2,-1678.6,-1.6,251.4,-1589.0,313.6,50.8,-629.2,-10.2,296.2,-1592.2,290.6,72.4,-27.0,-20.4,313.4,-1584.6,-479.2,183.0,263.6,-28.0,325.8,-1595.8,94.8,218.0,418.0,-28.4,296.2,-1598.6,-122.2,282.0,697.4,-2.0,286.0,-1618.6,459.6,138.2,1316.4,RIGHT
16.4,222.4,-1606.4,297.4,191.6,2177.8,36.4,154.4,-1620.0,779.0,192.4,3717.0,78.0,112.8,-1621.2,600.0,210.0,5576.6,99.6,130.6,-1633.4,925.2,251.8,7187.6,94.0,46.6,-1612.4,1358.0,238.2,9065.4,155.8,24.2,-1599.6,448.4,394.4,10713.2,209.8,138.2,-1587.8,-656.4,639.4,11855.0,271.0,214.2,-1576.2,-615.6,1194.0,11712.2,316.2,414.6,-1648.0,-887.6,1647.2,10592.2,330.2,342.8,-1606.6,733.6,2152.8,9273.0,475.6,455.2,-1612.8,-3631.2,1998.4,7440.6,536.8,513.0,-1592.4,-1923.8,974.0,5037.2,521.2,579.2,-1578.4,-2054.2,138.8,1990.0,499.6,594.0,-1583.6,-2297.2,-421.2,-1022.4,442.2,588.6,-1574.4,-59.8,-586.2,-3611.2,460.0,572.8,-1574.6,1323.6,-687.6,-6140.8,467.8,555.4,-1599.6,65.0,-688.4,-8774.0,393.6,466.0,-1611.8,2082.4,-794.4,-10537.0,346.4,364.8,-1601.4,670.0,-505.2,-11887.8,292.2,250.2,-1590.2,396.4,-177.0,-12273.8,241.8,181.8,-1589.6,-1798.6,497.4,-12074.6,211.0,201.0,-1617.2,-740.8,717.2,-11181.2,155.0,149.6,-1654.0,183.0,403.2,-9610.2,80.2,25.4,-1613.4,720.8,141.8,-7633.8,78.8,38.8,-1633.4,1950.6,-369.6,-4839.2,62.2,41.4,-1590.6,-1681.6,-124.2,-2459.6,41.2,174.2,-1607.6,58.2,37.8,-827.6,25.2,239.0,-1616.0,-1117.4,305.0,151.6,34.2,232.0,-1600.8,-45.6,158.2,974.6,22.0,236.4,-1609.2,-450.4,106.0,1650.2,RIGHT
27.4,199.8,-1612.6,276.0,-54.2,2579.4,59.2,136.8,-1613.0,579.0,-290.4,4020.8,112.4,91.4,-1615.0,633.6,-569.8,6126.2,131.2,69.4,-1617.4,598.4,-807.8,8191.0,118.6,57.8,-1610.2,2444.0,-1000.6,10380.4,159.0,58.0,-1613.4,2004.6,-621.2,11831.0,188.8,146.0,-1620.6,-715.0,-118.2,12459.0,168.2,196.6,-1596.0,674.0,463.2,12320.4,269.8,357.0,-1599.2,-3993.0,762.0,11215.2,231.8,453.4,-1577.2,-1220.4,697.2,9619.2,312.6,520.4,-1586.2,-1090.8,462.8,7878.8,261.6,508.4,-1579.0,-3153.4,603.8,5997.0,266.2,610.0,-1585.2,-1910.4,344.8,3990.0,220.0,560.2,-1561.2,66.6,437.2,2173.2,262.2,671.4,-1600.2,802.0,489.6,-531.6,247.2,614.0,-1618.8,1272.0,454.6,-3101.8,261.6,659.2,-1643.0,1925.8,317.8,-5779.6,359.6,620.2,-1647.6,2393.6,-67.8,-8992.6,274.8,440.4,-1593.0,1811.4,-706.4,-11146.2,303.8,298.8,-1565.8,1053.8,-999.8,-12355.0,265.4,163.0,-1569.2,-75.0,-1198.2,-12589.4,202.2,95.6,-1585.0,-1105.6,-1290.0,-12133.0,112.6,7.4,-1582.6,-1059.0,-957.4,-10690.2,112.8,18.4,-1574.2,-1347.0,-428.4,-8874.8,106.2,25.6,-1593.6,-2433.8,-131.0,-6852.8,105.0,34.2,-1627.2,-1380.0,123.4,-4816.8,77.6,71.8,-1609.6,-1063.0,291.2,-2647.4,74.8,91.6,-1639.4,-931.8,494.2,-693.4,62.8,76.6,-1611.0,-562.8,516.0,1049.4,59.6,102.0,-1625.4,-224.8,502.0,2856.4,RIGHT
80.6,139.8,-1615.2,-483.2,314.2,4409.8,99.6,176.6,-1643.4,-806.0,-5.4,5806.8,114.0,186.6,-1667.6,-741.4,-703.8,7444.8,152.0,104.4,-1662.2,-472.0,-1082.0,9297.6,173.6,238.8,-1629.2,-1202.2,-1080.8,10253.6,146.2,293.8,-1577.8,-1095.2,-1225.0,10796.0,215.6,423.6,-1556.8,-1811.0,-1436.4,9533.8,294.6,469.6,-1528.6,-2604.4,-1779.2,8662.4,153.8,754.4,-1552.4,111.2,-2083.4,8535.0,-26.4,569.2,-1492.6,-3030.0,-738.8,6326.0,30.4,694.0,-1520.8,-432.6,-135.0,6167.8,62.4,720.2,-1620.6,-328.6,253.8,3279.6,-9.2,642.8,-1582.2,-692.8,110.8,1076.2,-12.0,674.2,-1601.8,-820.4,-289.8,-248.6,13.8,719.2,-1595.2,-212.0,-474.2,-1860.4,23.6,730.6,-1559.8,-782.8,-246.6,-3857.6,1.8,730.4,-1537.2,-910.0,-7.2,-5978.2,-9.2,783.0,-1530.2,-831.6,436.0,-8464.0,-24.0,662.0,-1505.6,-1781.4,1118.2,-9908.6,-28.4,579.8,-1487.8,-2202.0,1384.6,-10861.2,70.8,470.4,-1548.2,-1341.2,1466.8,-9919.6,-43.4,376.0,-1563.0,-2959.0,1545.6,-9978.0,-90.8,334.2,-1596.8,-1192.2,1803.6,-9105.4,-5.0,323.6,-1594.0,-648.8,1671.6,-5884.8,-26.2,309.2,-1606.6,-624.2,1323.2,-3442.4,-43.2,362.8,-1630.6,-544.0,712.6,-1975.8,-109.2,382.6,-1590.2,-1646.4,384.0,-984.4,-93.0,425.8,-1579.6,-88.0,196.0,302.6,-102.8,428.6,-1560.8,-150.4,273.0,996.0,-94.6,417.2,-1553.0,286.0,272.6,1943.8,RIGHT
-66.6,425.4,-1579.2,677.0,155.6,3122.8,-14.0,364.0,-1591.0,921.4,19.8,4624.0,66.0,351.4,-1623.2,1535.0,-178.2,6352.0,131.6,324.0,-1609.0,975.6,-304.8,7493.0,199.2,410.6,-1647.2,1505.4,-953.4,9521.2,165.2,411.6,-1616.6,-772.8,-1570.0,10844.8,204.8,651.2,-1627.2,811.4,-2439.0,10737.6,66.6,475.2,-1577.0,-43.6,-2030.8,10072.2,146.4,601.6,-1534.2,1354.8,-1842.6,9665.2,87.8,633.2,-1569.0,-623.6,-1089.6,7693.4,59.2,674.0,-1581.8,-837.8,-674.4,5757.0,42.2,733.2,-1563.0,-1120.2,-646.6,3971.0,1.0,726.8,-1556.8,-759.6,-454.4,2464.6,-13.0,762.8,-1544.4,-186.0,-229.2,724.0,-20.2,750.4,-1558.0,-872.0,-141.6,-837.4,-3.6,822.8,-1561.4,-544.4,-94.4,-2734.2,-27.2,866.8,-1551.0,-1088.6,112.6,-5330.2,-49.6,840.6,-1549.4,-1307.8,501.6,-8044.0,-30.4,865.4,-1545.8,-1560.2,867.6,-10517.0,-34.6,744.4,-1539.8,-1481.2,1107.2,-11903.0,-16.6,676.0,-1476.0,-1895.8,1997.6,-12065.6,-9.2,477.0,-1488.0,-2478.4,2821.6,-11720.4,33.6,460.2,-1511.8,-2434.8,2986.4,-9974.8,119.0,416.4,-1571.6,-1365.4,2565.6,-7800.2,10.8,463.4,-1651.4,-1947.4,2305.2,-5721.2,-27.2,326.8,-1624.4,-1587.6,1725.0,-3533.0,-5.8,407.2,-1610.0,482.8,1064.0,-1758.0,-41.4,449.0,-1587.4,-60.4,711.4,-625.8,-102.2,451.8,-1562.0,-189.6,244.2,236.2,-102.4,442.0,-1556.6,18.8,-41.4,966.6,RIGHT
-71.8,434.0,-1577.0,661.8,-352.8,1841.8,-56.2,364.4,-1582.6,1019.8,-552.0,3269.4,26.8,346.2,-1597.0,1638.4,-850.4,5741.4,73.0,242.0,-1604.4,2039.8,-905.4,7890.6,160.8,324.6,-1600.2,1803.2,-861.2,9386.0,167.2,327.2,-1618.4,55.6,-667.0,9985.2,206.8,406.8,-1553.2,-410.6,-935.0,11435.2,271.8,588.2,-1525.2,921.0,-1213.6,11972.6,136.8,660.0,-1539.0,378.4,-676.6,11462.6,214.4,711.0,-1560.6,165.6,-460.8,9989.6,251.0,696.2,-1571.2,-945.2,-734.8,8175.2,283.2,743.4,-1566.2,-1729.6,-1141.0,5851.4,188.4,740.4,-1555.6,-2267.4,-1159.6,3788.6,83.0,829.8,-1556.0,-1734.4,-1190.0,2372.6,14.6,901.0,-1543.6,253.0,-633.0,646.0,-11.2,886.8,-1537.2,821.6,-69.4,-1803.0,15.2,854.0,-1539.8,-33.2,274.2,-4784.6,43.2,833.0,-1566.2,-319.2,335.2,-7197.2,77.6,814.8,-1539.8,-457.8,438.2,-9413.6,86.4,718.6,-1500.8,323.2,1138.8,-11275.2,33.8,630.4,-1454.8,2.0,2126.8,-13098.4,92.8,593.6,-1488.4,380.2,1931.2,-11846.6,189.6,528.0,-1488.8,900.8,1681.8,-10675.6,48.8,243.4,-1564.6,-1057.0,1370.4,-9055.0,45.8,352.6,-1681.8,633.2,1106.0,-7550.4,34.4,313.6,-1714.8,36.4,717.8,-5672.0,82.4,276.6,-1650.2,728.2,188.8,-4206.2,36.8,151.8,-1610.8,223.6,124.2,-3025.8,-0.4,100.4,-1589.8,-1264.2,339.4,-1252.6,22.2,196.6,-1624.8,-2398.0,581.8,590.8,RIGHT
