AccX_0,AccY_0,AccZ_0,GyroX_0,GyroY_0,GyroZ_0,AccX_1,AccY_1,AccZ_1,GyroX_1,GyroY_1,GyroZ_1,AccX_2,AccY_2,AccZ_2,GyroX_2,GyroY_2,GyroZ_2,AccX_3,AccY_3,AccZ_3,GyroX_3,GyroY_3,GyroZ_3,AccX_4,AccY_4,AccZ_4,GyroX_4,GyroY_4,GyroZ_4,AccX_5,AccY_5,AccZ_5,GyroX_5,GyroY_5,GyroZ_5,AccX_6,AccY_6,AccZ_6,GyroX_6,GyroY_6,GyroZ_6,AccX_7,AccY_7,AccZ_7,GyroX_7,GyroY_7,GyroZ_7,AccX_8,AccY_8,AccZ_8,GyroX_8,GyroY_8,GyroZ_8,AccX_9,AccY_9,AccZ_9,GyroX_9,GyroY_9,GyroZ_9,AccX_10,AccY_10,AccZ_10,GyroX_10,GyroY_10,GyroZ_10,AccX_11,AccY_11,AccZ_11,GyroX_11,GyroY_11,GyroZ_11,AccX_12,AccY_12,AccZ_12,GyroX_12,GyroY_12,GyroZ_12,AccX_13,AccY_13,AccZ_13,GyroX_13,GyroY_13,GyroZ_13,AccX_14,AccY_14,AccZ_14,GyroX_14,GyroY_14,GyroZ_14,AccX_15,AccY_15,AccZ_15,GyroX_15,GyroY_15,GyroZ_15,AccX_16,AccY_16,AccZ_16,GyroX_16,GyroY_16,GyroZ_16,AccX_17,AccY_17,AccZ_17,GyroX_17,GyroY_17,GyroZ_17,AccX_18,AccY_18,AccZ_18,GyroX_18,GyroY_18,GyroZ_18,AccX_19,AccY_19,AccZ_19,GyroX_19,GyroY_19,GyroZ_19,AccX_20,AccY_20,AccZ_20,GyroX_20,GyroY_20,GyroZ_20,AccX_21,AccY_21,AccZ_21,GyroX_21,GyroY_21,GyroZ_21,AccX_22,AccY_22,AccZ_22,GyroX_22,GyroY_22,GyroZ_22,AccX_23,AccY_23,AccZ_23,GyroX_23,GyroY_23,GyroZ_23,AccX_24,AccY_24,AccZ_24,GyroX_24,GyroY_24,GyroZ_24,AccX_25,AccY_25,AccZ_25,GyroX_25,GyroY_25,GyroZ_25,AccX_26,AccY_26,AccZ_26,GyroX_26,GyroY_26,GyroZ_26,AccX_27,AccY_27,AccZ_27,GyroX_27,GyroY_27,GyroZ_27,AccX_28,AccY_28,AccZ_28,GyroX_28,GyroY_28,GyroZ_28,AccX_29,AccY_29,AccZ_29,GyroX_29,GyroY_29,GyroZ_29,Label 
39.8,234.6,-1586.6,-203.0,232.0,2050.6,60.8,226.0,-1594.0,-274.4,230.4,3989.6,129.0,197.0,-1597.0,-156.0,164.8,6462.8,189.2,167.2,-1602.2,-71.2,230.4,8750.2,261.4,286.6,-1608.2,565.8,-154.4,10985.2,262.2,340.0,-1600.8,-330.0,-202.8,12472.2,317.2,505.0,-1565.0,-878.4,-762.0,13842.4,400.6,792.2,-1664.6,2765.4,-1298.4,13076.4,134.0,662.6,-1682.8,473.2,-878.2,10216.0,127.0,622.2,-1655.6,2000.0,-691.8,7822.4,200.4,741.6,-1608.8,478.8,-1100.8,6523.0,70.6,555.2,-1573.4,-2285.4,-613.2,4178.0,49.2,524.2,-1553.2,-980.4,-245.6,3437.6,152.8,664.0,-1570.8,-1524.6,218.6,1561.6,108.0,703.2,-1592.8,-1844.0,-13.4,-38.4,94.4,724.2,-1599.6,52.4,372.6,-2839.4,114.8,654.0,-1595.2,3.0,299.6,-6116.6,106.4,627.6,-1597.4,-955.0,412.0,-8952.6,116.6,658.4,-1589.4,-1241.0,902.6,-11356.0,213.0,642.2,-1594.6,649.8,951.0,-12011.4,226.4,593.6,-1562.0,923.4,1037.0,-12692.0,161.6,399.4,-1461.4,-3237.8,2050.2,-13984.0,172.6,251.4,-1523.8,-1938.4,1939.8,-11826.4,152.0,358.6,-1636.6,-240.8,2006.4,-8802.6,136.0,195.2,-1590.6,2177.8,1210.4,-6156.6,109.6,185.4,-1645.8,422.8,1216.6,-3580.4,118.0,196.8,-1659.2,-911.2,738.4,-2254.2,139.4,304.6,-1648.2,-1842.2,167.0,-566.6,117.4,316.0,-1600.8,976.4,-562.8,146.8,83.0,346.6,-1596.2,-234.0,-147.2,1331.0,RIGHT
47.4,300.8,-1586.6,-600.4,-93.0,2392.2,62.8,242.4,-1600.2,-886.0,-276.4,3696.6,152.4,275.6,-1609.2,-757.4,-688.6,5266.4,154.6,322.0,-1618.0,-693.4,-1040.2,7131.4,266.4,377.2,-1616.0,-338.8,-1544.4,8655.6,237.0,422.6,-1618.8,378.4,-1994.0,9885.8,281.4,473.2,-1599.0,447.0,-2278.0,11189.4,317.4,491.0,-1531.2,1719.2,-2410.8,12596.0,326.2,557.4,-1492.8,1832.0,-1670.8,9756.0,188.0,451.4,-1424.8,883.0,-16.0,8426.2,214.8,476.4,-1479.8,-1417.0,1173.0,6472.0,41.2,591.4,-1584.4,-767.8,858.0,5598.6,158.2,624.6,-1672.4,1345.4,45.8,5122.8,161.0,519.2,-1603.4,-552.0,-186.6,2545.0,34.4,581.4,-1598.0,-2255.4,-308.2,50.2,109.8,700.6,-1615.4,-901.4,-291.2,-786.4,157.6,699.4,-1618.8,294.0,-66.4,-2953.2,154.8,642.4,-1616.0,652.4,-370.8,-4779.2,167.8,688.4,-1662.2,414.8,-497.2,-6877.8,118.0,646.8,-1606.2,1788.0,-654.2,-9120.4,155.4,521.2,-1616.8,1695.8,-481.6,-10288.6,247.6,360.4,-1620.6,2793.8,-1115.8,-11293.4,100.0,141.2,-1523.6,2448.2,-1383.4,-12187.4,29.0,110.4,-1517.0,-1555.8,-944.4,-10596.0,63.2,31.2,-1548.0,-1713.8,-682.0,-9269.2,46.6,1.4,-1576.6,-2085.8,-383.0,-7238.0,69.8,-85.2,-1575.4,-2269.2,31.0,-5604.2,88.4,-52.0,-1642.6,-2787.6,378.8,-4000.2,119.6,78.8,-1720.2,-1853.0,211.8,-2199.4,74.2,82.0,-1689.2,-894.2,116.8,-804.4,RIGHT
39.8,68.2,-1674.4,-251.6,401.8,456.4,18.0,81.0,-1667.8,323.6,517.8,1716.0,42.8,56.0,-1681.0,543.2,555.8,3038.6,85.0,-1.0,-1678.2,906.2,591.8,4702.4,131.2,-29.6,-1695.6,881.6,771.8,6696.4,269.4,-54.2,-1651.0,689.4,879.8,8868.2,271.0,39.0,-1642.4,-605.6,890.4,10671.2,337.4,214.0,-1600.4,-1694.0,734.4,12797.0,288.4,379.4,-1630.0,-1609.8,292.6,14772.8,390.2,438.4,-1569.6,-1901.4,257.6,13998.6,351.8,536.0,-1534.8,-2993.4,283.0,11083.0,266.6,672.6,-1541.2,-2790.2,-55.4,9095.8,125.4,701.2,-1533.2,-1730.4,424.6,6322.0,130.2,732.0,-1570.0,-390.0,605.8,3722.4,94.4,682.4,-1577.6,-740.0,846.4,1398.0,188.2,621.6,-1503.4,-2563.4,737.2,-323.8,235.2,736.6,-1585.2,-2100.0,463.6,-2499.0,210.0,800.0,-1593.8,90.2,155.6,-4187.4,186.2,742.6,-1562.4,1237.4,124.4,-6337.2,158.8,710.4,-1567.0,1362.4,64.6,-8171.4,141.2,640.0,-1565.0,1424.0,-210.0,-9634.6,99.2,499.6,-1565.6,1176.6,-197.6,-11401.6,137.2,440.4,-1615.8,-967.4,356.4,-12140.2,181.4,474.0,-1628.8,-1673.0,336.2,-11052.8,238.4,342.8,-1547.6,-2109.0,413.8,-10337.0,182.6,276.6,-1541.0,-155.2,650.4,-9589.6,83.4,340.0,-1588.2,1049.8,363.6,-7054.2,79.4,138.6,-1549.4,1184.8,44.8,-5788.2,64.6,-8.6,-1604.6,-493.8,264.2,-4802.4,14.0,105.4,-1663.8,-2475.6,812.0,-3409.4,RIGHT
23.0,199.8,-1708.8,-2245.2,733.6,-2051.4,50.6,266.8,-1709.2,-1082.0,323.0,-865.0,30.2,251.4,-1672.6,-113.8,-42.6,218.4,2.8,228.4,-1650.6,269.4,-136.8,1344.4,13.4,227.8,-1609.2,458.4,-136.0,2340.2,-19.4,196.8,-1619.8,740.2,-23.4,3597.8,24.4,145.6,-1640.0,244.2,159.4,5389.4,77.2,120.0,-1648.8,-13.8,217.6,7633.6,164.2,231.2,-1664.2,-169.4,205.4,10030.2,92.6,227.8,-1609.8,-1015.2,498.6,11740.0,242.4,354.4,-1586.8,-1795.8,387.6,13159.6,320.8,473.6,-1572.4,-624.4,-705.4,12938.0,358.2,510.0,-1530.0,-589.4,-844.8,12487.0,410.8,507.8,-1512.6,-961.0,-499.4,10420.0,385.8,559.6,-1542.6,-2876.8,-512.0,8390.8,380.4,700.6,-1522.2,-2996.8,-134.8,7265.8,281.0,770.2,-1494.4,-1557.8,-227.4,5044.8,209.8,815.4,-1463.0,-1424.4,-128.2,2167.0,167.4,848.2,-1496.0,-2271.8,373.8,-152.0,155.8,962.0,-1536.4,-2198.0,124.2,-1563.2,137.6,1007.6,-1527.6,1462.2,-351.8,-3305.8,69.4,928.2,-1504.4,1191.2,177.6,-6059.2,151.0,903.0,-1502.4,542.6,137.0,-7811.0,184.0,849.4,-1504.2,2009.6,-10.2,-9606.8,165.2,632.8,-1507.4,2212.6,-126.6,-10706.8,170.6,488.6,-1513.8,2068.0,-270.2,-10335.4,173.4,333.6,-1505.6,-46.6,198.2,-10184.2,171.6,262.2,-1504.4,-1901.4,664.0,-8133.6,234.6,224.2,-1524.0,-1681.2,834.0,-6010.6,204.6,168.8,-1573.2,-1229.4,1197.0,-4085.4,RIGHT
131.4,317.0,-1607.2,-231.6,106.0,-14.0,127.2,347.0,-1607.8,-500.2,46.8,-228.8,140.8,397.4,-1618.8,-573.6,-113.8,-761.4,142.6,412.0,-1624.4,-2.0,-252.2,-1628.4,139.0,356.0,-1598.8,531.8,-305.6,-2265.0,162.4,476.2,-1597.6,-1979.2,-367.6,-3876.8,163.0,716.6,-1609.8,-1046.6,101.6,-6995.4,76.8,480.8,-1528.4,6823.8,1376.4,-9267.6,108.0,117.6,-1493.8,3701.2,1912.8,-10498.0,191.6,59.8,-1569.8,-1895.0,1600.2,-10309.6,200.2,88.4,-1552.4,-4513.0,1521.8,-9219.4,260.0,157.0,-1667.0,-5442.0,1221.8,-7431.6,308.4,288.4,-1796.8,-5782.8,316.0,-5539.2,239.6,152.6,-1642.0,-909.8,256.4,-2694.6,243.8,193.6,-1603.6,-3918.0,-814.8,414.8,206.4,371.0,-1621.6,-1456.2,-811.4,2913.0,204.6,363.4,-1588.4,731.0,-719.8,4752.6,226.2,326.2,-1627.8,227.4,-999.8,6378.6,239.0,307.0,-1655.0,1082.6,-1487.0,8182.0,236.6,310.6,-1633.4,1923.4,-1704.0,9526.8,261.6,333.0,-1628.0,2801.6,-1544.8,10192.8,228.6,295.2,-1578.4,407.8,-1467.8,9886.6,176.4,317.8,-1577.6,449.4,-1041.6,9391.4,225.6,440.8,-1588.2,649.6,-864.6,8188.6,196.6,363.0,-1582.8,1728.8,-157.2,6651.2,208.2,332.0,-1592.2,-1402.2,83.0,5024.6,225.8,455.4,-1624.2,-2248.4,89.4,3384.8,227.4,426.6,-1611.6,62.4,398.4,1671.0,232.6,340.0,-1604.4,869.6,499.4,708.6,222.6,292.6,-1622.0,-362.4,244.0,38.2,LEFT
229.4,308.4,-1624.8,-467.4,59.4,-623.8,216.4,347.4,-1617.2,-487.6,-65.6,-1434.4,240.8,433.0,-1594.6,-1180.8,-142.6,-2837.6,226.0,502.4,-1588.8,-367.6,87.2,-4684.2,237.6,507.8,-1578.4,45.8,665.2,-6964.4,222.6,461.2,-1572.2,586.8,1438.2,-8859.6,226.6,333.8,-1572.0,822.4,2123.0,-9979.0,261.6,245.2,-1603.4,-833.8,2612.8,-10318.0,317.4,257.2,-1634.0,-2441.6,2945.6,-10085.8,339.4,249.6,-1657.2,-1224.0,2872.8,-8895.0,375.0,229.8,-1645.6,-25.8,2065.0,-6940.4,382.4,256.6,-1639.8,-1137.4,749.8,-4688.4,349.0,321.4,-1636.8,-785.8,-147.6,-2358.4,327.4,332.0,-1634.2,-126.6,-684.0,-368.6,285.2,341.0,-1617.8,379.8,-1071.2,1499.4,265.0,299.8,-1600.6,-473.0,-1340.6,2986.6,219.0,341.8,-1623.2,295.0,-1255.0,4371.4,235.0,274.6,-1595.0,678.0,-1061.4,5664.2,254.2,264.4,-1637.2,653.6,-1193.2,7085.0,256.6,225.0,-1667.8,2247.6,-1297.2,8630.2,258.2,199.8,-1639.6,1611.6,-1444.8,9725.6,237.0,271.8,-1603.2,478.4,-1664.6,9871.4,216.4,332.4,-1624.2,428.2,-1357.4,9421.8,178.0,370.0,-1584.4,-1460.0,-1328.2,7884.2,229.4,440.6,-1588.6,309.4,-642.4,6516.2,227.8,501.8,-1590.0,-1482.8,-576.4,4516.6,187.0,392.2,-1567.8,263.2,1.2,2866.2,227.0,385.8,-1595.4,-562.0,189.8,1977.8,218.4,382.2,-1604.4,-749.6,230.4,951.8,192.2,320.8,-1603.6,473.8,317.2,383.6,LEFT
204.6,293.2,-1620.2,-173.6,86.6,57.0,203.0,292.2,-1636.0,369.0,-99.2,-175.6,201.0,239.4,-1614.4,108.4,-261.2,-418.4,165.4,258.2,-1615.6,770.8,-63.2,-407.2,180.8,200.6,-1603.0,-146.6,-11.0,-491.8,182.8,313.8,-1610.0,-1041.8,-25.0,-900.6,212.8,425.4,-1562.0,-1984.0,140.4,-2141.0,234.6,637.8,-1536.8,-3177.8,534.4,-4814.2,268.6,765.8,-1503.8,-1113.2,1652.2,-8457.0,231.8,579.2,-1506.6,4113.2,2571.0,-11233.0,259.6,265.0,-1504.6,514.8,2602.2,-12485.6,303.4,244.2,-1645.0,-1606.4,2772.0,-12537.2,381.4,139.6,-1705.4,208.6,2694.4,-11226.8,434.2,4.2,-1676.4,-589.2,1410.4,-8082.8,411.8,-30.0,-1673.0,-2309.2,-210.0,-3660.4,397.6,67.2,-1705.0,-416.6,-1345.6,1637.0,334.0,69.0,-1648.2,1147.8,-1937.4,6198.4,310.2,50.6,-1626.8,1248.2,-2019.2,9811.2,288.0,107.4,-1662.4,1035.0,-2301.0,12065.0,246.0,233.0,-1629.8,1883.2,-2028.0,13132.0,205.2,304.6,-1546.8,-276.0,-1688.0,12144.0,224.6,467.4,-1563.0,829.8,-846.2,10650.8,234.0,468.6,-1512.8,-1375.8,-409.0,7823.2,260.2,550.8,-1567.8,-394.0,108.4,5528.6,238.2,549.2,-1514.0,-3653.0,199.6,2753.6,239.8,557.8,-1567.2,837.8,871.2,521.8,290.8,544.0,-1578.2,78.8,938.8,-1664.2,309.8,651.0,-1582.6,-3351.8,596.8,-4992.0,314.6,769.6,-1533.0,-1377.4,1326.8,-8789.6,251.0,584.6,-1557.6,4907.0,2070.6,-11528.4,LEFT
304.0,245.8,-1581.0,2257.4,2209.8,-12931.6,314.0,155.2,-1610.2,-2846.6,2092.0,-12733.0,326.2,171.6,-1617.4,-2847.2,2359.8,-11626.4,386.0,180.4,-1653.6,-1669.6,2069.8,-9643.4,389.4,201.6,-1656.8,-1856.8,1051.0,-6827.6,362.6,267.4,-1669.8,-734.4,-3.4,-3514.2,310.8,244.2,-1644.0,1512.0,-514.4,-411.8,251.4,222.8,-1594.2,-609.2,-863.4,1796.0,228.8,337.0,-1617.2,-303.8,-962.8,3384.8,214.4,244.0,-1622.8,3443.6,-816.4,5318.6,234.2,124.8,-1624.8,1375.4,-1266.8,7160.8,220.4,138.8,-1653.0,640.0,-1459.6,8753.8,209.6,185.2,-1646.0,1563.8,-1488.8,9714.8,183.4,168.2,-1605.0,1186.0,-986.4,10110.8,167.4,176.4,-1581.0,-604.6,-841.6,9456.4,219.6,315.6,-1627.8,1502.8,-477.8,8779.6,188.6,294.0,-1559.2,170.6,-481.4,6750.4,206.0,276.8,-1609.0,2215.4,165.4,5223.6,181.4,278.6,-1550.0,-4877.0,-307.0,3038.0,200.0,366.6,-1622.2,244.0,445.4,1245.2,202.2,304.2,-1599.0,301.2,415.4,71.4,237.4,353.4,-1622.8,-1626.6,26.8,-1838.6,224.4,438.0,-1625.6,55.6,59.4,-3771.6,256.6,461.8,-1584.6,-1079.0,125.0,-6349.6,202.0,473.0,-1563.8,-425.0,839.4,-8788.4,191.2,342.6,-1560.8,97.2,1600.6,-10513.6,210.2,251.8,-1563.4,-884.0,2141.6,-11116.8,250.8,100.8,-1568.4,-1820.4,2264.6,-10786.6,312.4,151.8,-1633.2,-2591.0,2070.0,-9457.6,349.8,193.6,-1647.8,-2865.2,1443.8,-7683.6,LEFT
347.0,245.8,-1669.4,-2050.2,674.6,-5641.4,272.0,239.8,-1644.6,-472.0,11.2,-3299.2,247.2,265.2,-1600.2,773.8,-342.2,-800.2,208.4,279.4,-1602.8,604.6,-480.4,942.4,216.6,195.0,-1603.8,548.0,-588.2,2858.6,249.6,205.2,-1639.6,1501.2,-1055.8,5352.6,289.6,77.2,-1635.4,1698.8,-1491.4,7934.0,249.0,60.6,-1663.0,1961.2,-1769.2,10213.6,232.6,171.2,-1662.2,1452.8,-1831.6,11018.0,123.6,113.8,-1588.0,4162.6,-626.4,11142.6,186.8,214.0,-1588.0,1481.0,16.0,10097.8,125.0,249.0,-1557.0,-700.2,291.0,7801.2,174.0,230.4,-1571.2,2469.2,878.4,6744.0,247.2,307.2,-1551.6,-5524.4,396.8,4513.2,168.4,364.4,-1580.4,-3356.0,484.8,2640.4,229.8,358.8,-1599.6,511.0,708.2,1726.6,231.2,319.6,-1607.2,-1847.2,295.4,76.0,238.8,412.2,-1639.6,-91.4,140.6,-1775.4,229.2,428.8,-1602.2,-401.0,28.4,-3866.2,246.6,463.0,-1600.2,-513.0,189.8,-6324.0,241.6,478.2,-1601.2,-168.8,657.8,-8870.6,227.6,381.6,-1567.4,1197.6,1453.8,-10746.4,252.2,242.4,-1563.0,768.4,2195.8,-11684.4,274.0,46.4,-1552.6,706.4,2642.0,-11369.6,373.0,28.2,-1652.0,-1234.4,2640.4,-10136.8,409.0,60.2,-1690.8,-1111.4,1868.6,-7886.6,403.4,86.8,-1689.0,-3305.0,340.4,-5724.6,347.8,250.4,-1710.4,-247.0,-530.8,-3084.2,296.6,195.8,-1599.4,491.8,-827.8,-1456.4,262.8,205.0,-1624.6,-503.6,-876.2,3.6,LEFT
260.2,89.2,-1677.6,1851.2,-560.6,2283.0,276.0,25.2,-1661.8,-78.2,-1213.4,4908.2,294.8,55.0,-1648.6,642.8,-1579.8,7504.6,255.8,46.8,-1628.2,947.0,-1623.0,9542.6,236.6,132.0,-1662.4,1186.4,-1542.6,10400.8,168.0,92.4,-1648.6,2036.8,-862.6,10663.8,177.4,180.8,-1626.0,1041.4,-414.2,9920.0,193.8,225.0,-1607.2,1254.0,331.0,8531.2,220.8,227.0,-1582.2,39.0,460.8,6932.8,238.2,260.6,-1590.8,-1119.4,279.6,5475.0,215.2,290.2,-1576.8,-2108.0,94.8,3747.6,188.0,310.4,-1593.8,-784.2,208.8,2367.8,208.8,294.2,-1602.6,-426.8,379.0,883.4,233.2,366.0,-1624.8,-1125.8,28.6,-996.4,221.6,379.0,-1636.8,507.0,-55.8,-2929.0,206.2,372.0,-1634.4,150.0,-148.4,-4919.4,190.0,376.0,-1625.2,438.8,182.6,-7116.2,211.6,346.8,-1594.2,355.2,648.4,-9276.4,192.4,234.6,-1592.2,1339.0,1342.8,-10710.0,243.0,95.0,-1600.8,144.6,1809.8,-11147.4,299.8,51.2,-1642.6,-1157.2,1922.0,-10683.4,352.2,5.8,-1661.0,-1737.6,1579.4,-9227.4,365.2,84.2,-1692.2,-2300.6,850.4,-7269.2,338.8,116.6,-1674.8,-1580.2,43.0,-4962.4,309.4,130.8,-1650.2,-860.4,-340.6,-2464.4,237.6,199.4,-1629.4,-1311.0,-452.0,-507.2,208.0,218.2,-1629.8,644.6,48.0,1306.8,220.0,164.2,-1604.8,672.6,199.8,2943.6,282.2,147.0,-1650.0,1472.4,-282.0,4901.4,270.0,91.2,-1617.0,462.6,-1096.2,6694.8,LEFT
252.6,137.8,-1668.4,866.4,-1410.4,7979.0,251.8,121.0,-1651.0,1287.2,-1580.0,8919.8,227.2,155.0,-1625.2,-809.8,-2009.4,9179.2,182.0,186.6,-1598.0,570.8,-1688.8,9153.8,162.8,319.4,-1601.6,-542.6,-1689.0,8545.8,106.0,238.8,-1540.4,529.6,-940.0,7653.6,133.4,317.8,-1576.8,-448.4,-603.0,6691.8,106.2,361.0,-1567.8,-1790.4,-130.6,5005.0,127.2,384.2,-1589.4,-732.4,548.8,3224.4,142.0,453.2,-1618.6,-1003.8,515.2,1685.0,147.4,409.4,-1613.0,-45.4,433.6,-149.8,151.6,416.2,-1639.6,-115.4,165.8,-1945.0,122.4,413.2,-1647.0,744.4,136.8,-3541.0,108.4,379.8,-1623.0,443.4,190.0,-5115.8,132.4,405.0,-1614.0,247.2,430.2,-7035.8,136.6,330.6,-1595.6,1153.0,764.2,-8672.8,154.2,237.4,-1580.2,153.6,889.4,-9833.8,162.2,169.4,-1580.8,-717.8,1296.0,-10407.0,191.0,90.4,-1597.6,-1196.2,1613.0,-10164.6,224.0,62.0,-1609.8,-1921.6,1602.8,-8993.8,256.8,116.4,-1646.8,-2625.4,1347.8,-7450.4,231.0,80.4,-1649.6,-2864.8,805.6,-5558.2,230.8,111.0,-1673.6,-1652.6,241.8,-2809.6,230.8,190.0,-1634.8,-2031.6,-564.2,-310.8,198.4,294.0,-1624.8,48.2,-640.0,1619.0,173.0,226.8,-1612.2,1050.4,-671.4,3411.0,177.0,218.4,-1613.2,-6.2,-912.4,4903.0,179.0,193.8,-1638.8,1635.6,-1051.0,6626.0,171.6,194.4,-1602.8,-756.4,-1569.2,7712.2,166.6,279.2,-1616.8,793.8,-1579.2,8483.2,LEFT
126.0,250.6,-1614.4,1970.4,-1137.2,8784.6,135.2,258.4,-1592.8,545.2,-882.6,8502.6,141.4,318.6,-1611.4,478.2,-516.6,7868.4,109.4,279.4,-1571.6,-1220.6,-247.0,6717.4,142.2,392.4,-1608.6,-289.4,-1.4,5608.8,163.6,407.0,-1631.0,-150.6,242.8,4130.8,179.8,405.0,-1599.2,-1600.0,185.4,2420.2,193.8,408.0,-1605.0,-12.4,346.8,1403.2,207.0,402.4,-1623.4,-350.6,118.8,262.6,209.4,410.0,-1616.8,-105.4,43.0,-1159.0,193.4,429.2,-1616.8,453.6,12.0,-2516.4,192.6,438.6,-1607.4,310.8,8.0,-4145.8,165.4,433.0,-1620.0,1245.4,189.0,-5907.8,176.6,384.4,-1635.4,806.0,162.6,-7511.2,146.6,298.0,-1618.0,674.2,243.2,-8516.2,139.8,207.8,-1574.0,312.2,456.8,-8887.6,152.0,128.6,-1580.6,-389.0,850.0,-8877.2,176.6,140.2,-1614.6,-1588.4,1082.2,-8554.0,174.2,132.6,-1586.4,-2337.2,1261.6,-7639.2,205.8,184.4,-1639.2,-1525.8,1231.2,-6165.8,203.6,99.8,-1628.0,-1394.8,520.4,-4195.2,192.8,175.2,-1651.6,-1892.2,-226.0,-1993.4,164.0,207.6,-1647.6,-479.6,-566.2,161.0,122.2,236.2,-1646.2,54.0,-742.4,1849.8,98.0,194.0,-1628.2,1093.8,-733.8,3336.0,96.8,195.8,-1644.8,1137.0,-793.6,4619.8,94.6,155.6,-1638.2,1876.4,-833.6,5884.6,112.6,177.2,-1625.6,571.2,-1095.8,6694.2,57.4,149.4,-1595.4,283.6,-1150.2,7370.2,92.6,206.4,-1610.8,1944.6,-922.8,7967.6,LEFT
86.0,215.4,-1593.6,-959.6,-840.4,7690.0,69.4,212.8,-1608.4,2753.4,30.4,8064.0,141.8,218.6,-1617.4,-59.6,434.4,7652.4,130.4,252.8,-1591.6,-917.6,731.4,6674.2,160.8,203.2,-1572.6,-310.6,994.0,6044.6,223.6,389.6,-1635.8,-1666.0,545.6,4934.2,255.8,397.4,-1621.2,-1343.4,391.8,2807.4,214.4,472.4,-1638.0,-643.8,86.8,1189.0,216.2,509.4,-1637.6,-724.0,-149.0,-1249.4,155.2,468.8,-1618.6,825.6,-31.0,-3377.4,173.0,457.0,-1617.8,-140.2,-168.4,-5450.8,126.6,440.4,-1622.2,798.4,-37.2,-7307.8,144.2,349.2,-1593.0,34.6,168.6,-8887.4,134.6,302.6,-1601.6,-73.4,677.4,-9887.6,134.8,195.0,-1586.4,-2283.2,1046.4,-10101.4,166.8,216.2,-1592.4,-4609.8,1435.6,-9890.6,191.4,234.6,-1618.0,-2586.2,1699.6,-8540.4,188.4,285.0,-1655.6,-2479.6,1364.8,-6887.8,182.0,344.6,-1635.2,-791.0,1050.8,-5442.8,161.8,306.2,-1606.0,-387.0,693.2,-3967.0,135.4,243.0,-1614.0,80.4,278.0,-1919.0,112.8,263.2,-1602.6,501.8,-78.2,195.2,102.0,279.4,-1605.8,652.2,-409.0,1968.4,93.0,198.0,-1600.6,915.4,-564.4,3853.4,107.2,165.8,-1628.8,1838.6,-725.6,5998.8,96.4,74.6,-1608.6,1091.6,-831.8,8031.8,130.6,116.4,-1623.8,1537.8,-610.8,9377.0,126.0,154.0,-1639.0,2700.6,-523.0,10103.2,126.2,197.0,-1633.6,2809.4,-567.6,9969.4,118.4,195.0,-1616.6,852.2,-474.6,9006.6,LEFT
130.2,252.6,-1646.4,-4916.8,-285.0,315.8,77.4,337.2,-1613.8,-8558.6,-408.0,164.4,-68.4,508.2,-1609.6,-12992.8,-101.8,-158.8,-304.4,773.8,-1502.0,-13113.8,89.0,-369.8,225.0,1186.8,-1379.8,-9743.6,-438.2,-116.8,155.4,1227.6,-1141.6,-10794.6,480.4,-385.0,27.4,1329.0,-934.6,-10674.6,1820.6,-767.2,35.2,1479.2,-817.8,-9562.4,2558.2,-236.6,119.0,1560.8,-681.0,-9879.8,2764.0,599.8,188.6,1616.4,-502.8,-9127.2,2751.8,130.4,186.4,1663.2,-355.4,-7282.0,2443.2,410.2,233.8,1737.8,-246.6,-4826.2,1533.4,753.2,285.6,1728.2,-143.8,-2995.0,1046.2,542.8,252.8,1746.6,-118.8,-1739.0,555.2,541.6,250.8,1744.4,-91.0,-340.0,-8.4,494.2,265.8,1756.0,-106.0,858.6,-440.0,477.8,277.0,1766.2,-127.0,2242.8,-750.0,243.2,239.8,1751.2,-191.2,3578.4,-1021.8,-39.0,232.0,1739.6,-278.6,5701.0,-1714.6,-80.2,225.8,1733.2,-366.6,7827.8,-1963.4,-534.0,216.6,1603.0,-543.2,10050.6,-2356.8,-159.0,182.4,1542.8,-780.8,13266.2,-2968.4,-464.6,178.2,1324.6,-956.6,15160.8,-3383.0,-226.6,90.6,1113.2,-1192.0,16642.2,-2935.0,-382.8,22.4,761.8,-1366.8,14741.2,-1571.0,-1677.8,-11.8,540.0,-1492.6,9578.0,-110.0,-1136.0,13.2,442.4,-1553.2,7643.0,891.8,-2088.2,59.0,307.4,-1629.6,3940.8,553.8,152.4,24.2,208.8,-1609.8,3056.2,376.8,301.8,11.8,185.2,-1621.2,-383.8,614.0,-517.6,TILT_R
